"GEO_ID","NAME","B05003_001E","B05003_001M","B05003_002E","B05003_002M","B05003_003E","B05003_003M","B05003_004E","B05003_004M","B05003_005E","B05003_005M","B05003_006E","B05003_006M","B05003_007E","B05003_007M","B05003_008E","B05003_008M","B05003_009E","B05003_009M","B05003_010E","B05003_010M","B05003_011E","B05003_011M","B05003_012E","B05003_012M","B05003_013E","B05003_013M","B05003_014E","B05003_014M","B05003_015E","B05003_015M","B05003_016E","B05003_016M","B05003_017E","B05003_017M","B05003_018E","B05003_018M","B05003_019E","B05003_019M","B05003_020E","B05003_020M","B05003_021E","B05003_021M","B05003_022E","B05003_022M","B05003_023E","B05003_023M"
"5001300US3909","Congressional District 9 (113th Congress), Ohio","709603","11130","340950","7443","81201","3766","80472","3792","729","410","419","315","310","253","259749","5422","247294","5278","12455","1670","7012","1117","5443","1262","368653","6454","77805","3527","77136","3545","669","492","269","220","400","452","290848","4899","278095","5157","12753","1537","7680","1291","5073","1076"
"5001300US4212","Congressional District 12 (113th Congress), Pennsylvania","700573","7233","343797","4500","75868","2732","75537","2742","331","255","183","182","148","164","267929","3439","260440","3434","7489","1381","4947","1166","2542","591","356776","4556","69496","2858","68535","2813","961","533","609","445","352","311","287280","3163","279006","3330","8274","1242","5345","1146","2929","653"
"5001300US4811","Congressional District 11 (113th Congress), Texas","718201","5691","360634","4117","93312","2408","91860","2491","1452","770","150","179","1302","760","267322","3354","238612","3776","28710","2317","9009","1532","19701","2055","357567","3535","85092","2318","83242","2566","1850","824","440","352","1410","703","272475","2346","245449","3420","27026","2479","8325","1461","18701","1971"
"5001300US4826","Congressional District 26 (113th Congress), Texas","750127","9886","370461","5680","107674","4299","103789","4359","3885","1360","608","444","3277","1299","262787","4013","223944","4661","38843","3571","14579","2055","24264","3522","379666","5344","103726","3951","100865","4041","2861","1118","714","523","2147","910","275940","3503","234786","5133","41154","3659","18548","2579","22606","2587"
"5001300US1601","Congressional District 1 (113th Congress), Idaho","801178","5846","402021","4612","109979","3469","108790","3550","1189","631","565","394","624","519","292042","3054","275669","3466","16373","2521","6129","1590","10244","1963","399157","4378","100674","3089","99653","3044","1021","534","611","401","410","294","298483","3011","280991","3340","17492","2221","9124","1822","8368","1748"
"5001300US2408","Congressional District 8 (113th Congress), Maryland","748051","10691","363746","6460","83856","2975","78067","3302","5789","1454","947","460","4842","1448","279890","5438","202979","4887","76911","4043","32677","2545","44234","3583","384305","6818","84190","3179","78970","3407","5220","1183","1107","381","4113","1135","300115","4952","213322","4496","86793","4458","43277","2895","43516","3352"
"5001300US4401","Congressional District 1 (113th Congress), Rhode Island","533705","6717","258933","4515","61476","2290","58748","2446","2728","941","914","461","1814","802","197457","3469","160808","4099","36649","3459","17983","2231","18666","2991","274772","4133","54617","2448","51580","2494","3037","959","670","411","2367","892","220155","3065","177403","3513","42752","3123","23889","2332","18863","2215"
"5001300US3617","Congressional District 17 (113th Congress), New York","732626","5359","358184","4521","92811","2921","88420","2989","4391","1074","888","426","3503","1032","265373","3440","181534","4407","83839","4515","39105","3195","44734","3527","374442","4882","89188","2846","85247","2652","3941","1175","1429","648","2512","977","285254","3643","202309","4787","82945","4424","45967","3403","36978","3052"
"5001300US0106","Congressional District 6 (113th Congress), Alabama","688675","7851","334894","5004","82448","2746","80734","2699","1714","859","396","324","1318","837","252446","3782","236644","3921","15802","1649","4639","1197","11163","1601","353781","4286","82079","2291","78870","2444","3209","940","928","490","2281","822","271702","3204","257087","3292","14615","1313","5021","1120","9594","1221"
"5001300US1226","Congressional District 26 (113th Congress), Florida","726532","17245","355690","10234","74567","4677","66195","4882","8372","2048","1669","642","6703","1889","281123","8645","129037","6560","152086","7387","87002","5398","65084","6226","370842","10210","68521","4986","61398","4829","7123","1888","1011","519","6112","1775","302321","7824","121565","5532","180756","7403","114253","5384","66503","5826"
"5001300US3203","Congressional District 3 (113th Congress), Nevada","709730","14318","348351","8343","81200","4282","78568","4072","2632","886","662","310","1970","823","267151","7017","212480","6856","54671","3884","31426","2876","23245","3009","361379","8561","79647","4316","77607","4233","2040","737","729","494","1311","509","281732","6619","213386","6309","68346","4098","41016","3610","27330","2570"
"5001300US3204","Congressional District 4 (113th Congress), Nevada","690269","13099","348234","7855","95224","4613","91736","4559","3488","1019","592","432","2896","866","253010","6233","202632","6069","50378","3488","19809","2236","30569","2954","342035","7650","88892","4368","86906","4391","1986","715","497","327","1489","651","253143","6024","197294","6015","55849","3946","25667","2306","30182","3055"
"5001300US2202","Congressional District 2 (113th Congress), Louisiana","771285","10157","369169","5464","93997","3276","93027","3198","970","513","43","77","927","507","275172","4361","252916","4377","22256","2131","8378","1434","13878","2057","402116","7293","91705","3873","91006","3870","699","359","212","207","487","337","310411","5152","292181","5192","18230","1577","8412","1283","9818","1509"
"5001300US2504","Congressional District 4 (113th Congress), Massachusetts","733708","8692","349945","5852","86867","3945","84383","3962","2484","723","599","322","1885","678","263078","5213","222398","5244","40680","3069","24396","2531","16284","2186","383763","5570","84185","3466","80830","3535","3355","1010","692","327","2663","961","299578","5241","257761","5564","41817","3405","26383","2703","15434","2080"
"5001300US3902","Congressional District 2 (113th Congress), Ohio","713709","10664","347811","6774","85384","3571","84249","3510","1135","523","522","405","613","419","262427","4635","255774","4814","6653","1647","2971","755","3682","1462","365898","5932","80681","3528","80131","3489","550","343","314","263","236","224","285217","3712","277086","3535","8131","1345","4230","924","3901","1111"
"5001300US2102","Congressional District 2 (113th Congress), Kentucky","733449","4640","357967","2985","88799","2084","87657","1984","1142","530","257","217","885","507","269168","2043","261056","2324","8112","1282","3208","818","4904","994","375482","3372","87324","1979","85412","2071","1912","645","588","376","1324","648","288158","2244","278438","2408","9720","1198","4156","734","5564","1063"
"5001300US2610","Congressional District 10 (113th Congress), Michigan","702490","5041","346344","3985","83733","2641","82578","2643","1155","445","548","274","607","378","262611","3365","244910","3315","17701","2210","11697","1815","6004","1187","356146","3309","80241","2344","79245","2355","996","462","583","384","413","270","275905","2807","256470","3188","19435","2181","12051","1686","7384","1357"
"5001300US5303","Congressional District 3 (113th Congress), Washington","686267","3903","340943","2554","87860","1669","86007","1794","1853","692","758","416","1095","577","253083","1818","227850","2810","25233","2389","12333","1652","12900","1824","345324","2429","80879","1456","78175","1639","2704","844","605","302","2099","780","264445","1760","237421","2631","27024","2107","14056","1638","12968","1579"
"5001300US5503","Congressional District 3 (113th Congress), Wisconsin","712440","3966","357889","2826","78927","1608","77865","1582","1062","470","734","402","328","195","278962","2161","271512","2288","7450","984","3109","749","4341","892","354551","2605","73041","1451","72402","1510","639","286","461","267","178","162","281510","1823","273255","1840","8255","862","3976","678","4279","910"
"5001300US3602","Congressional District 2 (113th Congress), New York","723128","8428","346085","6133","83392","3607","80347","3673","3045","985","624","333","2421","903","262693","5305","203876","5952","58817","3988","26284","2977","32533","3637","377043","6049","85291","4461","82580","4360","2711","938","1110","590","1601","681","291752","4811","227765","5778","63987","4076","31397","2506","32590","3377"
"5001300US0623","Congressional District 23 (113th Congress), California","713959","13332","362699","8229","99570","4559","96983","4616","2587","848","613","351","1974","710","263129","6300","214133","5999","48996","4027","21306","1975","27690","3359","351260","7545","95139","4364","92611","4232","2528","939","500","416","2028","873","256121","5569","209889","5306","46232","3324","22985","2135","23247","2318"
"5001300US0617","Congressional District 17 (113th Congress), California","719276","10589","362594","7088","87429","4105","79569","3929","7860","1510","1670","563","6190","1330","275165","5998","116659","4398","158506","5267","82346","4218","76160","5299","356682","7189","83719","4427","74486","4249","9233","1798","2501","842","6732","1618","272963","6028","112221","4788","160742","5081","90918","4354","69824","4079"
"5001300US4102","Congressional District 2 (113th Congress), Oregon","774864","2759","385163","2501","87290","2007","85287","2107","2003","814","347","430","1656","794","297873","2023","276457","2671","21416","1944","5100","1080","16316","1947","389701","2539","85667","1538","83877","1582","1790","739","505","386","1285","661","304034","1960","283051","2924","20983","2256","8203","1663","12780","1463"
"5001300US0652","Congressional District 52 (113th Congress), California","704272","11849","353384","7301","64086","4081","60503","4095","3583","1073","808","604","2775","952","289298","6571","218712","6734","70586","4766","39118","2717","31468","4435","350888","7449","68139","3713","63707","3371","4432","1359","1006","644","3426","1241","282749","6188","202838","5931","79911","4479","49868","3240","30043","3054"
"5001300US0503","Congressional District 3 (113th Congress), Arkansas","754704","3108","371789","2523","98136","2028","95109","2211","3027","1187","178","207","2849","1174","273653","1644","243884","2415","29769","2026","8495","1411","21274","2013","382915","2557","94423","1881","91746","1892","2677","948","186","200","2491","941","288492","1590","258769","2606","29723","2303","9992","2033","19731","2266"
"5001300US3302","Congressional District 2 (113th Congress), New Hampshire","660604","5618","325889","3876","70737","3056","69232","3151","1505","631","527","319","978","584","255152","2807","240861","2863","14291","1668","5916","1098","8375","1587","334715","3909","68964","2192","66714","2378","2250","769","682","402","1568","652","265751","3238","248866","3471","16885","1681","9284","1388","7601","1511"
"5001300US3619","Congressional District 19 (113th Congress), New York","712305","5379","357241","3680","71997","2117","71277","2104","720","318","285","180","435","264","285244","2750","264435","3136","20809","1692","12205","1435","8604","1324","355064","3833","68375","2011","66817","2137","1558","529","756","373","802","381","286689","2836","265410","2814","21279","1724","12891","1366","8388","1228"
"5001300US3910","Congressional District 10 (113th Congress), Ohio","721777","1223","348572","1119","82432","1057","80363","1114","2069","863","217","178","1852","843","266140","734","254236","1356","11904","1234","4938","1040","6966","1138","373205","1190","78202","849","77078","1060","1124","511","331","225","793","452","295003","870","283018","1554","11985","1173","5870","856","6115","1033"
"5001300US1213","Congressional District 13 (113th Congress), Florida","701546","7707","337675","4515","61470","2264","60773","2345","697","372","186","177","511","310","276205","3885","236176","4047","40029","2972","20900","2248","19129","2743","363871","4817","58171","2577","55704","2472","2467","836","772","446","1695","763","305700","3539","261112","4683","44588","3119","25667","2607","18921","2421"
"5001300US1221","Congressional District 21 (113th Congress), Florida","717852","14242","345141","7813","77880","4879","72669","4601","5211","1418","788","448","4423","1308","267261","6744","188804","6101","78457","5967","42461","3980","35996","4429","372711","10398","73108","5053","68415","4945","4693","1271","890","428","3803","1174","299603","8386","208841","8042","90762","5195","54620","3733","36142","3844"
"5001300US2508","Congressional District 8 (113th Congress), Massachusetts","743817","10184","356832","6613","77544","3539","74510","3462","3034","1063","1130","568","1904","890","279288","5469","225681","5676","53607","3090","31740","2513","21867","2569","386985","6381","75864","3917","73973","3783","1891","719","623","436","1268","627","311121","5425","252503","5562","58618","3221","35749","3086","22869","2501"
"5001300US0628","Congressional District 28 (113th Congress), California","727828","14500","367886","9553","65701","4268","59577","4450","6124","1366","1269","599","4855","1416","302185","8374","168083","7574","134102","6082","78548","4389","55554","4406","359942","9169","63921","4646","58070","4236","5851","1527","1633","666","4218","1293","296021","6745","140246","4913","155775","5817","93903","4553","61872","3968"
"5001300US1702","Congressional District 2 (113th Congress), Illinois","709903","12021","331713","8323","86937","4832","85946","4801","991","504","135","171","856","474","244776","6014","222930","6273","21846","2518","11470","1551","10376","1722","378190","7273","89396","4866","88124","4781","1272","749","266","189","1006","707","288794","5595","268964","6149","19830","2424","9787","1502","10043","1556"
"5001300US2506","Congressional District 6 (113th Congress), Massachusetts","745067","4598","364119","4758","83797","2968","80040","3080","3757","1004","996","546","2761","825","280322","4286","238953","4866","41369","2959","21860","2449","19509","2423","380948","3998","76323","2584","73391","2580","2932","999","1381","755","1551","585","304625","3584","264498","3873","40127","2805","22138","2450","17989","1756"
"5001300US5305","Congressional District 5 (113th Congress), Washington","678303","2387","338750","1971","78038","1583","77604","1647","434","254","358","242","76","72","260712","1457","243695","2897","17017","2401","6604","1414","10413","2097","339553","1996","71570","1395","70507","1447","1063","452","454","384","609","324","267983","1380","250335","2336","17648","2025","8914","1099","8734","1586"
"5001300US0645","Congressional District 45 (113th Congress), California","724219","7840","356677","5853","86247","3650","79883","3790","6364","1731","2100","1267","4264","1333","270430","5341","179500","6213","90930","4874","50504","3653","40426","3722","367542","6914","82493","4481","75340","4731","7153","2176","2803","1548","4350","1387","285049","5497","185642","6034","99407","4934","64204","4046","35203","3098"
"5001300US1807","Congressional District 7 (113th Congress), Indiana","735936","6802","355149","4687","96475","3312","93066","3554","3409","1319","457","286","2952","1327","258674","3271","229474","3408","29200","2844","5819","1490","23381","2537","380787","4214","95326","2161","92492","2491","2834","902","548","351","2286","810","285461","3440","261694","3472","23767","2549","6179","1405","17588","2141"
"5001300US0406","Congressional District 6 (113th Congress), Arizona","722561","16722","357809","9639","75850","5546","73177","5459","2673","957","716","589","1957","769","281959","7341","239192","7166","42767","3850","19560","2138","23207","3111","364752","9704","74427","5208","71119","4965","3308","1191","1627","990","1681","801","290325","6709","243580","6173","46745","3266","23633","2611","23112","2498"
"5001300US4202","Congressional District 2 (113th Congress), Pennsylvania","712760","14682","330535","8457","75216","4192","73996","4189","1220","585","520","426","700","456","255319","6807","231962","6766","23357","2542","11630","1882","11727","1525","382225","9332","69723","3857","68904","3837","819","465","314","230","505","422","312502","7053","284694","6698","27808","2821","12805","1719","15003","2145"
"5001300US0616","Congressional District 16 (113th Congress), California","716746","10596","355360","6714","114659","4051","107341","3873","7318","1477","924","615","6394","1392","240701","4358","150433","5122","90268","3878","26866","2389","63402","3860","361386","6648","108598","3800","102917","3579","5681","1437","724","403","4957","1354","252788","4597","169317","5843","83471","4105","28132","2731","55339","3956"
"5001300US3703","Congressional District 3 (113th Congress), North Carolina","747569","8656","375293","5767","81916","2901","80763","2874","1153","536","188","151","965","532","293377","4555","278426","4437","14951","2071","5011","1270","9940","1859","372276","5509","78780","2803","77220","2771","1560","683","215","182","1345","651","293496","4200","277804","4240","15692","2192","6034","1354","9658","1739"
"5001300US1309","Congressional District 9 (113th Congress), Georgia","705834","6399","349544","4099","87849","2611","86264","2493","1585","665","261","200","1324","615","261695","2882","235258","2859","26437","1690","6985","1247","19452","1974","356290","4042","81311","2436","78800","2367","2511","757","482","321","2029","699","274979","2922","253021","2999","21958","1577","5697","1276","16261","1816"
"5001300US2407","Congressional District 7 (113th Congress), Maryland","738549","14758","349558","7965","80772","4239","78320","4004","2452","1263","618","362","1834","1218","268786","5908","239155","5308","29631","3068","15552","1866","14079","2570","388991","8823","82735","4210","80020","4074","2715","1184","675","342","2040","1164","306256","6048","271529","5345","34727","3203","18559","2254","16168","2348"
"5001300US3621","Congressional District 21 (113th Congress), New York","720703","4793","368699","2622","79674","1387","78969","1408","705","421","201","146","504","429","289025","2353","277746","2751","11279","1641","6200","1147","5079","994","352004","3534","74037","1973","73314","1868","723","522","546","542","177","195","277967","2522","264883","2638","13084","1484","7311","1018","5773","1096"
"5001300US3623","Congressional District 23 (113th Congress), New York","717153","3612","357264","2135","77901","1242","76564","1379","1337","544","586","384","751","403","279363","1845","267258","2217","12105","1410","4622","807","7483","1222","359889","2736","72356","1527","71680","1524","676","280","349","215","327","206","287533","2042","274191","2191","13342","1291","4539","941","8803","1017"
"5001300US3412","Congressional District 12 (113th Congress), New Jersey","743701","8844","362967","5365","84013","3412","78415","3224","5598","1337","1017","450","4581","1293","278954","4823","189163","5022","89791","3972","43232","2841","46559","3690","380734","5569","83885","3390","77025","3401","6860","1320","1301","484","5559","1228","296849","4681","208634","5472","88215","4115","46557","2889","41658","3359"
"5001300US4825","Congressional District 25 (113th Congress), Texas","730018","15898","357770","8391","96469","4058","94817","4092","1652","674","430","370","1222","623","261301","6289","234170","5242","27131","3424","9768","1723","17363","2899","372248","10082","96068","4720","94540","4639","1528","602","207","210","1321","575","276180","6940","246400","6403","29780","2985","13678","1909","16102","2264"
"5001300US5403","Congressional District 3 (113th Congress), West Virginia","613376","1053","299903","1528","64787","1185","64712","1176","75","89","75","89","0","182","235116","1235","232906","1238","2210","555","1014","383","1196","384","313473","1697","62929","1274","62842","1273","87","121","41","71","46","97","250544","1379","248273","1173","2271","701","1718","622","553","321"
"5001300US1802","Congressional District 2 (113th Congress), Indiana","718237","3292","356064","2257","93139","1660","91373","1784","1766","744","362","314","1404","614","262925","1680","244031","2511","18894","1900","5745","1062","13149","1846","362173","2184","87542","1531","85617","1570","1925","590","549","336","1376","474","274631","1556","258306","2068","16325","1533","6600","1203","9725","1308"
"5001300US4813","Congressional District 13 (113th Congress), Texas","703835","4343","356491","3409","92132","2070","89997","2146","2135","756","332","294","1803","699","264359","2245","235684","2817","28675","2150","8335","1320","20340","2168","347344","3096","86825","2067","84660","2016","2165","510","497","359","1668","468","260519","1784","232306","2490","28213","2111","9655","1462","18558","2069"
"5001300US0607","Congressional District 7 (113th Congress), California","719962","9755","355487","6625","93328","3772","88080","3962","5248","1460","815","390","4433","1420","262159","4792","203508","4806","58651","3432","33911","2634","24740","2787","364475","5420","88406","3967","84004","4111","4402","1281","1035","535","3367","1220","276069","4186","211336","4530","64733","3529","40221","2975","24512","2498"
"5001300US4803","Congressional District 3 (113th Congress), Texas","747284","6189","370811","2950","108445","1732","103150","2049","5295","1462","1612","873","3683","1015","262366","2569","194557","4034","67809","3682","30821","3070","36988","3372","376473","4172","98514","2182","93471","2549","5043","1405","729","338","4314","1346","277959","2917","212399","4060","65560","3261","33835","2596","31725","2659"
"5001300US1301","Congressional District 1 (113th Congress), Georgia","714669","4161","351885","2981","89566","2069","88187","2064","1379","586","328","252","1051","543","262319","2105","245541","2500","16778","1624","5956","1001","10822","1358","362784","3461","86989","2383","85685","2482","1304","512","292","279","1012","441","275795","1859","260068","2093","15727","1688","7116","1136","8611","1533"
"5001300US3625","Congressional District 25 (113th Congress), New York","722261","2577","348653","1681","80051","1088","77312","1353","2739","925","313","157","2426","945","268602","1118","242098","2247","26504","1851","14281","1589","12223","1591","373608","1470","76483","1007","73285","1482","3198","1308","563","410","2635","1109","297125","969","268806","2987","28319","2601","16384","1517","11935","1888"
"5001300US4830","Congressional District 30 (113th Congress), Texas","727909","14628","357533","8200","105768","5016","100993","5147","4775","1362","364","292","4411","1341","251765","6624","190993","5526","60772","3995","16413","2143","44359","3954","370376","9585","100116","5970","96032","5739","4084","1325","381","288","3703","1299","270260","6285","215646","5681","54614","3765","14952","1981","39662","3462"
"5001300US4832","Congressional District 32 (113th Congress), Texas","733807","13677","365199","8800","91496","5070","86950","5051","4546","1525","1128","741","3418","1423","273703","6484","199718","6374","73985","4778","27509","2783","46476","4760","368608","7364","88846","4542","83437","4833","5409","1403","1034","620","4375","1297","279762","5748","210124","6297","69638","4310","27759","2911","41879","3302"
"5001300US0632","Congressional District 32 (113th Congress), California","718635","11784","352544","7673","90902","5212","85010","4953","5892","1386","892","454","5000","1376","261642","6939","149008","6663","112634","5379","54410","3159","58224","4101","366091","7740","87630","4446","82159","4131","5471","1356","773","481","4698","1291","278461","6016","158247","5412","120214","4783","65767","3534","54447","3957"
"5001300US2906","Congressional District 6 (113th Congress), Missouri","755177","5942","374593","4238","94819","3034","94226","2968","593","315","193","171","400","274","279774","2714","271570","2753","8204","1286","3404","1031","4800","999","380584","3811","87469","2248","85970","2269","1499","764","1112","639","387","456","293115","2709","283127","2961","9988","1743","5248","1273","4740","1142"
"5001300US0501","Congressional District 1 (113th Congress), Arkansas","729169","3574","362420","3254","90656","2151","90268","2196","388","308","73","127","315","273","271764","2227","264131","2114","7633","1173","2888","1098","4745","1140","366749","2781","82661","1853","82522","1856","139","186","38","62","101","178","284088","1911","279068","2079","5020","883","1944","589","3076","665"
"5001300US0614","Congressional District 14 (113th Congress), California","725771","9560","357798","5679","77503","2985","73060","3016","4443","1045","1111","490","3332","860","280295","4259","155547","4843","124748","4413","70332","3884","54416","3932","367973","5560","72547","2574","67386","2847","5161","1278","679","327","4482","1261","295426","4536","154551","4939","140875","4907","85115","4004","55760","4074"
"5001300US1705","Congressional District 5 (113th Congress), Illinois","718231","15212","348553","8646","64303","4487","61519","4354","2784","1046","1013","521","1771","820","284250","7557","205196","6935","79054","5267","43538","3438","35516","3640","369678","9672","65743","4534","62095","4431","3648","1041","887","411","2761","939","303935","7143","220828","7156","83107","5601","49298","3733","33809","3712"
"5001300US1706","Congressional District 6 (113th Congress), Illinois","725312","11730","353355","6736","90901","3910","86343","3545","4558","1582","1791","935","2767","1402","262454","5536","217310","4996","45144","3966","24671","2643","20473","3050","371957","7057","84899","4169","81178","4034","3721","1116","1355","457","2366","995","287058","4906","236296","4744","50762","3665","30988","2965","19774","2565"
"5001300US3614","Congressional District 14 (113th Congress), New York","725501","18788","367529","10453","75087","4445","68829","4350","6258","1243","1523","616","4735","1081","292442","8533","128408","6220","164034","6717","73211","4536","90823","6302","357972","10971","73078","5137","66819","4942","6259","1371","1845","792","4414","1121","284894","7963","121598","5572","163296","7260","79800","4511","83496","5109"
"5001300US4814","Congressional District 14 (113th Congress), Texas","705051","5097","357065","3511","87606","2146","84379","2163","3227","894","192","197","3035","875","269459","2641","234205","3604","35254","2678","13114","1691","22140","2304","347986","3727","84629","1942","82747","2095","1882","626","115","153","1767","588","263357","2715","232283","3352","31074","2539","13086","1843","17988","2083"
"5001300US1210","Congressional District 10 (113th Congress), Florida","721521","15893","350230","8668","76394","4119","73982","4309","2412","1181","424","318","1988","1165","273836","7007","233729","6847","40107","3486","19550","2370","20557","2906","371291","9651","76925","4729","74044","4661","2881","942","736","451","2145","837","294366","6545","250372","6681","43994","3908","23570","3357","20424","2746"
"5001300US0639","Congressional District 39 (113th Congress), California","718996","9002","354881","7145","84136","4100","78832","4085","5304","1210","1203","598","4101","1173","270745","5854","156707","5618","114038","5908","62906","3861","51132","4538","364115","5925","75144","4446","69947","4445","5197","1177","675","363","4522","1186","288971","5547","160702","5881","128269","5333","78664","4618","49605","3362"
