"GEO_ID","NAME","B05003_001E","B05003_001M","B05003_002E","B05003_002M","B05003_003E","B05003_003M","B05003_004E","B05003_004M","B05003_005E","B05003_005M","B05003_006E","B05003_006M","B05003_007E","B05003_007M","B05003_008E","B05003_008M","B05003_009E","B05003_009M","B05003_010E","B05003_010M","B05003_011E","B05003_011M","B05003_012E","B05003_012M","B05003_013E","B05003_013M","B05003_014E","B05003_014M","B05003_015E","B05003_015M","B05003_016E","B05003_016M","B05003_017E","B05003_017M","B05003_018E","B05003_018M","B05003_019E","B05003_019M","B05003_020E","B05003_020M","B05003_021E","B05003_021M","B05003_022E","B05003_022M","B05003_023E","B05003_023M"
"5001100US7298","Resident Commissioner District (at Large) (111th Congress), Puerto Rico","3722133","*****","1785266","2651","462008","2649","459937","2868","2071","763","297","218","1774","709","1323258","*****","1276868","3854","46390","3855","17910","2269","28480","3335","1936867","2651","435636","2650","433880","2764","1756","708","205","157","1551","701","1501231","*****","1445920","3627","55311","3627","22761","2275","32550","2920"
"5001100US0633","Congressional District 33 (111th Congress), California","647747","19817","309542","12251","69081","4759","62988","4911","6093","1460","370","272","5723","1436","240461","10744","136415","7756","104046","6403","34373","2856","69673","5698","338205","10984","67182","4828","62015","4841","5167","1403","512","283","4655","1361","271023","8751","156412","7732","114611","6214","46276","3615","68335","4689"
"5001100US1809","Congressional District 9 (111th Congress), Indiana","729220","5330","361853","3762","83575","2121","82033","2165","1542","637","118","152","1424","598","278278","2908","265148","2843","13130","1624","2644","669","10486","1454","367367","3619","80191","2211","79053","2279","1138","418","185","196","953","381","287176","2726","276660","2675","10516","1287","3333","1001","7183","1128"
"5001100US3629","Congressional District 29 (111th Congress), New York","663791","4272","330514","2842","76879","2184","76025","2205","854","472","704","425","150","137","253635","2973","239747","3204","13888","1649","9351","1409","4537","1001","333277","3736","71539","1928","69581","1967","1958","677","1186","477","772","471","261738","3048","247996","3455","13742","1533","9622","1364","4120","978"
"5001100US1214","Congressional District 14 (111th Congress), Florida","855127","8837","420188","5193","82420","2593","77041","2659","5379","2026","605","346","4774","2001","337768","3817","277067","4789","60701","4574","20626","2480","40075","4066","434939","4904","74521","1803","69472","2480","5049","2028","884","642","4165","1850","360418","4090","296812","4889","63606","4776","26592","3161","37014","3737"
"5001100US2105","Congressional District 5 (111th Congress), Kentucky","671665","4858","331314","4006","77731","2721","77394","2708","337","284","304","278","33","55","253583","2824","251670","2821","1913","687","827","508","1086","491","340351","3393","75068","2407","74705","2376","363","286","261","267","102","128","265283","2321","263880","2190","1403","508","837","442","566","295"
"5001100US3906","Congressional District 6 (111th Congress), Ohio","623484","6160","307459","3808","67221","2194","66968","2184","253","227","94","131","159","186","240238","3406","236400","3542","3838","973","1827","572","2011","688","316025","3833","63008","2244","62848","2216","160","178","160","178","0","269","253017","2803","248878","2561","4139","835","2236","600","1903","730"
"5001100US4203","Congressional District 3 (111th Congress), Pennsylvania","641730","5906","315292","4024","71679","1945","70952","2022","727","352","193","178","534","305","243613","3199","238109","3183","5504","1068","2633","728","2871","791","326438","3720","68550","1985","68102","1968","448","249","225","180","223","179","257888","2715","250606","2882","7282","1322","3316","807","3966","942"
"5001100US5108","Congressional District 8 (111th Congress), Virginia","698321","11948","345224","7175","71618","3593","66152","3660","5466","1496","1145","624","4321","1330","273606","5582","187763","5011","85843","4874","37153","3426","48690","4094","353097","7675","63838","3776","57461","3829","6377","1298","2290","670","4087","1253","289259","5369","195405","4899","93854","4668","41337","3604","52517","4231"
"5001100US1904","Congressional District 4 (111th Congress), Iowa","609868","3688","305018","2985","73403","1838","72226","1932","1177","443","372","270","805","440","231615","2264","220573","2152","11042","1214","2966","941","8076","1200","304850","2411","69012","1820","67195","1859","1817","711","661","328","1156","666","235838","1607","226253","1758","9585","1158","2811","879","6774","1207"
"5001100US1905","Congressional District 5 (111th Congress), Iowa","578928","1926","286173","2007","71136","1295","69935","1264","1201","666","419","330","782","527","215037","1404","201864","1333","13173","1405","3513","986","9660","1219","292755","1828","68322","1294","66906","1438","1416","594","459","223","957","494","224433","1271","213793","1610","10640","1122","4412","926","6228","882"
"5001100US1206","Congressional District 6 (111th Congress), Florida","813316","17813","391850","9709","89127","4507","87225","4561","1902","1023","453","431","1449","941","302723","7474","276161","7232","26562","2937","13314","2107","13248","1931","421466","9793","83861","4805","82128","4796","1733","869","432","456","1301","723","337605","7591","303459","7057","34146","3120","21685","2803","12461","1780"
"5001100US3403","Congressional District 3 (111th Congress), New Jersey","679648","6108","325454","4761","75607","3553","73935","3541","1672","755","668","314","1004","678","249847","3777","225156","4069","24691","2690","14352","1843","10339","2058","354194","3904","74125","3069","72710","3028","1415","559","522","286","893","521","280069","3254","248732","4041","31337","2587","20654","2114","10683","1932"
"5001100US4401","Congressional District 1 (111th Congress), Rhode Island","512816","5236","243134","3812","54119","2647","52181","2469","1938","696","468","331","1470","641","189015","3513","161293","3882","27722","2770","13874","1854","13848","2145","269682","3924","52330","2186","50406","2200","1924","821","186","161","1738","815","217352","3367","184736","3943","32616","2921","19140","2146","13476","2106"
"5001100US0650","Congressional District 50 (111th Congress), California","766469","13966","382775","10423","92648","5293","86645","5164","6003","1562","790","354","5213","1536","290127","8248","214030","7641","76097","5292","35660","3013","40437","4225","383694","8160","85770","4675","79579","4472","6191","2370","1411","620","4780","2321","297924","6301","211573","7306","86351","5291","44027","3041","42324","3796"
"5001100US5504","Congressional District 4 (111th Congress), Wisconsin","671566","5027","323758","3535","88611","1903","86067","2146","2544","831","238","196","2306","815","235147","3001","205686","3597","29461","2401","9619","1573","19842","1993","347808","3222","87853","2045","85393","2178","2460","844","386","298","2074","794","259955","2794","233054","3431","26901","2408","10153","1446","16748","2104"
"5001100US1502","Congressional District 2 (111th Congress), Hawaii","709961","12827","356439","7337","88044","3300","85562","3348","2482","819","1094","546","1388","613","268395","5966","230760","5936","37635","4457","21721","2852","15914","2780","353522","7284","85163","3202","81727","3389","3436","1216","1155","899","2281","803","268359","5241","221470","5184","46889","3923","25601","2340","21288","2743"
"5001100US3704","Congressional District 4 (111th Congress), North Carolina","832983","10002","403920","7122","107565","3865","101025","3946","6540","1443","2186","807","4354","1167","296355","4631","246336","4732","50019","3455","18651","2296","31368","2889","429063","5685","102107","3325","97742","3135","4365","1249","1466","773","2899","1147","326956","4611","281699","5020","45257","3842","19042","2241","26215","3370"
"5001100US5302","Congressional District 2 (111th Congress), Washington","757423","7443","376860","4446","87369","2587","84616","2777","2753","1012","753","466","2000","843","289491","3533","256959","4529","32532","3317","15402","2155","17130","2299","380563","5343","84188","3099","80682","3209","3506","1094","1034","540","2472","900","296375","3730","259466","4263","36909","2940","18873","2113","18036","2461"
"5001100US0649","Congressional District 49 (111th Congress), California","796782","12209","403251","9120","111235","5618","107617","5666","3618","1200","529","388","3089","1088","292016","7148","221078","7789","70938","5269","28133","3091","42805","4401","393531","8128","105222","6204","101948","5927","3274","1205","516","338","2758","1162","288309","6928","212324","7343","75985","4593","32959","2834","43026","3899"
"5001100US2607","Congressional District 7 (111th Congress), Michigan","677169","4228","337764","3078","80547","1401","78816","1584","1731","788","372","267","1359","756","257217","2652","247550","2726","9667","1029","4686","972","4981","865","339405","2779","79463","1890","77593","2045","1870","956","470","334","1400","833","259942","2202","250038","2494","9904","1251","4187","814","5717","1128"
"5001100US5102","Congressional District 2 (111th Congress), Virginia","636095","7494","315814","4336","75179","2322","73175","2255","2004","1034","148","146","1856","1016","240635","3807","217452","4592","23183","2461","11683","1557","11500","2218","320281","4545","71158","2331","69282","2334","1876","680","341","213","1535","674","249123","3378","221631","4108","27492","2358","15746","1751","11746","1833"
"5001100US4819","Congressional District 19 (111th Congress), Texas","692491","6297","347715","4587","89285","2531","86911","2571","2374","837","68","93","2306","838","258430","3393","230324","3735","28106","2524","8138","1408","19968","2250","344776","3545","85570","2241","83581","2280","1989","954","12","23","1977","951","259206","2622","236917","3413","22289","2265","8143","1237","14146","1972"
"5001100US4814","Congressional District 14 (111th Congress), Texas","778788","10206","393154","6037","106659","3867","102835","3749","3824","1188","392","312","3432","1169","286495","4591","249514","5349","36981","4855","15783","2861","21198","3285","385634","6930","101948","4247","98086","4129","3862","1087","398","281","3464","1088","283686","4164","247625","4537","36061","3043","15717","2228","20344","2233"
"5001100US4803","Congressional District 3 (111th Congress), Texas","850855","14169","420331","7954","124640","4597","117873","4370","6767","1700","799","360","5968","1633","295691","5857","202480","4894","93211","4777","37492","3315","55719","4233","430524","8274","114533","5244","107503","5115","7030","2042","2833","1102","4197","1564","315991","5252","227156","5391","88835","4733","38691","3145","50144","4477"
"5001100US3625","Congressional District 25 (111th Congress), New York","667827","3838","321997","2933","78079","2089","76013","2188","2066","777","480","352","1586","873","243918","2380","225710","2941","18208","2132","9166","1385","9042","1472","345830","3049","74940","1833","72667","2011","2273","760","1329","664","944","420","270890","2391","250659","3166","20231","2171","11243","1424","8988","1482"
"5001100US4822","Congressional District 22 (111th Congress), Texas","924709","19163","452586","9502","134264","5898","125361","5688","8903","1755","1497","645","7406","1640","318322","7074","239757","5922","78565","5061","40591","3098","37974","4199","472123","11915","130453","6696","123297","6494","7156","1745","1603","711","5553","1562","341670","7216","256541","6570","85129","4275","44502","3257","40627","3291"
"5001100US0403","Congressional District 3 (111th Congress), Arizona","691893","17801","339253","9590","84547","6519","79461","6298","5086","1534","1063","771","4023","1456","254706","6772","216999","6756","37707","3797","13431","2056","24276","3475","352640","11397","78561","6182","74280","5937","4281","1585","667","580","3614","1440","274079","8027","231263","8232","42816","4308","17397","2906","25419","3313"
"5001100US3103","Congressional District 3 (111th Congress), Nebraska","558703","3171","277769","2236","70204","1767","69634","1793","570","287","268","215","302","194","207565","1466","197241","1700","10324","978","3513","823","6811","1062","280934","2533","66747","1664","65130","1647","1617","667","296","192","1321","622","214187","1701","203979","1794","10208","865","4278","958","5930","823"
"5001100US3301","Congressional District 1 (111th Congress), New Hampshire","656657","5659","319682","4399","70693","2848","69044","2644","1649","583","759","471","890","438","248989","3410","233894","3432","15095","2125","8063","1518","7032","1693","336975","3859","69075","2490","68195","2473","880","582","416","314","464","418","267900","2735","250183","3307","17717","1857","10390","1168","7327","1383"
"5001100US1303","Congressional District 3 (111th Congress), Georgia","813574","9161","391740","5684","111321","3238","109593","3250","1728","788","255","214","1473","748","280419","3990","262112","3888","18307","2207","7508","1503","10799","1630","421834","5998","105538","3189","103558","3219","1980","1001","385","290","1595","886","316296","4204","297505","4546","18791","2116","9434","1585","9357","1656"
"5001100US3203","Congressional District 3 (111th Congress), Nevada","1061221","17729","533231","11017","131200","5775","124750","5758","6450","1509","1539","983","4911","1285","402031","8237","308714","8104","93317","4803","48268","3706","45049","4172","527990","10187","120350","5314","113195","5493","7155","1967","1140","457","6015","1895","407640","7334","302853","7041","104787","5290","57916","3799","46871","3798"
"5001100US4827","Congressional District 27 (111th Congress), Texas","743452","5670","363100","4112","113161","2804","109757","2922","3404","1346","453","318","2951","1243","249939","3326","203031","4502","46908","3942","14143","2329","32765","3192","380352","3360","109420","1887","105270","2232","4150","1419","267","243","3883","1416","270932","2891","210971","4429","59961","3448","19766","2042","40195","3533"
"5001100US5106","Congressional District 6 (111th Congress), Virginia","706207","5269","340445","3921","76362","2631","74700","2761","1662","678","95","124","1567","670","264083","2918","248630","3208","15453","1987","4942","1304","10511","1556","365762","4124","71418","2516","69654","2628","1764","824","353","328","1411","824","294344","3065","279822","3153","14522","1665","5035","1130","9487","1466"
"5001100US5109","Congressional District 9 (111th Congress), Virginia","651315","3898","324029","3001","64762","2406","64212","2417","550","392","0","287","550","392","259267","2154","251321","2398","7946","1273","1592","552","6354","1229","327286","3549","62486","2262","61774","2124","712","495","60","99","652","464","264800","2335","258454","2559","6346","1090","2843","888","3503","791"
"5001100US0402","Congressional District 2 (111th Congress), Arizona","984825","13956","482096","9544","126430","5154","124530","5059","1900","801","113","137","1787","809","355666","7033","316182","7224","39484","3917","16948","2622","22536","3288","502729","10037","119585","5622","117381","5531","2204","841","483","461","1721","698","383144","7534","336954","8085","46190","4306","23759","2858","22431","3141"
"5001100US3404","Congressional District 4 (111th Congress), New Jersey","723287","9773","353565","6148","94742","3857","91835","3999","2907","948","727","474","2180","826","258823","5348","216461","5307","42362","3901","19862","2534","22500","3058","369722","6607","83999","3732","81686","3793","2313","987","822","655","1491","722","285723","4626","243424","5096","42299","3145","23414","2655","18885","2238"
"5001100US4828","Congressional District 28 (111th Congress), Texas","873678","14931","431343","8243","151134","4378","139786","4748","11348","2792","547","387","10801","2815","280209","6377","195836","5353","84373","5458","25368","3365","59005","5237","442335","8463","139173","4349","127973","4596","11200","2311","552","327","10648","2396","303162","5780","195633","5489","107529","5383","31070","3257","76459","5089"
"5001100US3608","Congressional District 8 (111th Congress), New York","682796","18021","332277","10511","65020","5249","60021","4880","4999","1191","1196","589","3803","1118","267257","8179","166889","6722","100368","5654","53145","3630","47223","4565","350519","10136","59292","4270","53335","4147","5957","1397","1485","709","4472","1079","291227","8132","171414","6546","119813","5697","67917","3688","51896","4157"
"5001100US4829","Congressional District 29 (111th Congress), Texas","683511","22297","348638","12252","110704","6702","100987","6451","9717","2014","1080","652","8637","1924","237934","8650","124519","7122","113415","6947","27656","3022","85759","6820","334873","12536","109573","7273","100897","7189","8676","1817","534","330","8142","1813","225300","7577","128924","6774","96376","5815","22925","2391","73451","5396"
"5001100US0627","Congressional District 27 (111th Congress), California","694684","19341","337192","11531","78505","5133","72695","4940","5810","1499","972","578","4838","1323","258687","9309","136488","6767","122199","6622","62567","4821","59632","5055","357492","11413","77455","5411","72019","5151","5436","1108","622","317","4814","1047","280037","9134","143051","7402","136986","6518","76781","4832","60205","4945"
"5001100US0804","Congressional District 4 (111th Congress), Colorado","728198","4717","365333","4555","92366","2556","88741","2636","3625","1388","439","436","3186","1306","272967","3808","245581","4858","27386","3246","9030","1924","18356","2833","362865","3653","85019","2237","82949","2270","2070","752","862","593","1208","540","277846","2971","252805","3659","25041","2693","7798","1534","17243","2447"
"5001100US2406","Congressional District 6 (111th Congress), Maryland","744104","6365","368409","3643","87831","1821","85734","1938","2097","646","894","451","1203","551","280578","2958","262728","3404","17850","1624","8830","1505","9020","1557","375695","4217","86414","2317","84246","2325","2168","874","570","364","1598","785","289281","2777","270493","3036","18788","2050","10293","1774","8495","1425"
"5001100US4215","Congressional District 15 (111th Congress), Pennsylvania","716276","5709","348035","2832","84280","2153","82273","2109","2007","897","537","420","1470","693","263755","1524","239884","2682","23871","2144","13833","1673","10038","1516","368241","3595","81410","1965","79486","2198","1924","751","935","461","989","561","286831","2273","261405","3470","25426","2397","14782","1989","10644","1565"
"5001100US2802","Congressional District 2 (111th Congress), Mississippi","671235","5245","323725","4111","93071","2593","93023","2590","48","80","0","287","48","80","230654","3048","222450","3430","8204","1905","1672","660","6532","1667","347510","3530","88423","2596","87629","2573","794","485","0","287","794","485","259087","2503","254797","2440","4290","1049","1235","554","3055","929"
"5001100US3402","Congressional District 2 (111th Congress), New Jersey","695050","4506","342034","2862","82276","2038","80173","2214","2103","861","651","419","1452","756","259758","1910","225914","2904","33844","2418","15209","1868","18635","2221","353016","3309","78944","2034","75752","2466","3192","1110","1009","594","2183","981","274072","2438","239331","3336","34741","2643","18001","1764","16740","2131"
"5001100US0648","Congressional District 48 (111th Congress), California","725898","6678","352777","6806","78212","4913","72496","5025","5716","1851","1050","605","4666","1652","274565","5588","190836","6079","83729","4386","43875","3173","39854","3862","373121","5998","79605","3848","75146","3973","4459","1129","726","406","3733","1011","293516","5272","197126","6689","96390","4792","58308","4073","38082","3135"
"5001100US2604","Congressional District 4 (111th Congress), Michigan","689687","4225","345489","2863","77599","1804","76244","1687","1355","639","1003","566","352","209","267890","2241","262552","2480","5338","866","3004","664","2334","684","344198","2919","69890","1794","69435","1791","455","254","332","212","123","125","274308","2238","268087","2489","6221","1055","2860","668","3361","870"
"5001100US3413","Congressional District 13 (111th Congress), New Jersey","694621","13971","347931","8449","76980","4222","69501","4177","7479","1764","1129","560","6350","1591","270951","6456","135418","5456","135533","6095","47198","3712","88335","6113","346690","7222","73836","3975","67017","3991","6819","1495","1221","610","5598","1411","272854","5472","134167","5472","138687","5663","56946","3824","81741","4440"
"5001100US4830","Congressional District 30 (111th Congress), Texas","695724","16889","348402","9991","95422","5201","88862","5316","6560","1429","253","215","6307","1403","252980","7972","181642","6548","71338","5130","13786","2241","57552","4932","347322","10050","91825","5077","86660","4981","5165","1490","378","354","4787","1430","255497","7082","199770","6044","55727","4310","11000","1774","44727","4400"
"5001100US1222","Congressional District 22 (111th Congress), Florida","702031","16705","350301","9580","65727","5175","60960","4849","4767","1583","560","295","4207","1488","284574","7661","222589","7127","61985","5269","30714","3080","31271","4123","351730","9839","61836","4457","58036","4618","3800","1161","1078","764","2722","957","289894","7790","217935","7130","71959","5305","39926","3649","32033","3900"
"5001100US4825","Congressional District 25 (111th Congress), Texas","816087","11266","405318","7160","102064","3965","96902","4067","5162","1456","332","338","4830","1434","303254","6196","247114","6652","56140","4794","10255","1790","45885","4839","410769","7884","100841","4314","96087","4249","4754","1428","368","247","4386","1331","309928","5378","264457","5200","45471","3697","11834","1838","33637","3551"
"5001100US0407","Congressional District 7 (111th Congress), Arizona","866463","17500","431893","10581","125935","6167","119471","5664","6464","1650","372","332","6092","1599","305958","7593","230818","8151","75140","4624","29034","3268","46106","4191","434570","9587","123822","5405","118110","5425","5712","1328","254","202","5458","1362","310748","6324","227387","6829","83361","4294","30587","2652","52774","4067"
"5001100US3101","Congressional District 1 (111th Congress), Nebraska","630512","4992","312870","3318","78574","2198","76585","2205","1989","887","88","109","1901","889","234296","2161","217962","2759","16334","1658","6872","1223","9462","1665","317642","3075","76372","2207","73999","2645","2373","1001","440","399","1933","899","241270","2122","223901","2505","17369","1521","8271","1439","9098","1478"
"5001100US0623","Congressional District 23 (111th Congress), California","696273","9502","347437","6315","81354","4395","75912","4055","5442","1452","1024","596","4418","1215","266083","5050","180988","7155","85095","5308","26687","2719","58408","5122","348836","6669","79449","3840","74808","3742","4641","1273","822","494","3819","1194","269387","4840","184514","5970","84873","4480","31413","2717","53460","4051"
"5001100US2907","Congressional District 7 (111th Congress), Missouri","724309","3353","355187","3068","89959","2190","88876","2100","1083","899","103","136","980","910","265228","1753","256202","2037","9026","1473","3179","813","5847","1207","369122","2424","82238","1729","81486","1772","752","417","298","292","454","314","286884","1493","277958","1770","8926","1255","3031","820","5895","1023"
"5001100US3915","Congressional District 15 (111th Congress), Ohio","679785","10849","335308","6620","76569","3987","74182","3798","2387","939","208","178","2179","903","258739","4970","234793","4787","23946","2662","7665","1920","16281","2345","344477","6719","76839","3395","73519","3263","3320","1109","638","368","2682","1065","267638","4461","244840","4512","22798","2626","9228","1857","13570","2127"
"5001100US4810","Congressional District 10 (111th Congress), Texas","970318","19554","485794","12383","140681","7116","132370","6593","8311","1914","1113","518","7198","1765","345113","9254","267080","8534","78033","6833","25084","2953","52949","5803","484524","11132","123567","5331","117850","5587","5717","1238","797","505","4920","1201","360957","8068","282643","8171","78314","5398","30576","3536","47738","4583"
"5001100US0642","Congressional District 42 (111th Congress), California","681474","10965","336579","8330","89119","5558","85251","5363","3868","1347","488","265","3380","1327","247460","6853","166769","5837","80691","5705","51329","3701","29362","4040","344895","6359","80080","4730","75834","4740","4246","1094","1319","589","2927","939","264815","4784","171823","5529","92992","4551","59255","3303","33737","3408"
"5001100US5110","Congressional District 10 (111th Congress), Virginia","871650","14831","434546","9001","122141","4586","115022","4578","7119","1851","1434","586","5685","1736","312405","6760","225101","5402","87304","5837","38958","3085","48346","5467","437104","7756","118839","4012","112069","3962","6770","1405","1408","501","5362","1401","318265","5268","230242","4947","88023","4503","40971","2952","47052","3424"
"5001100US3605","Congressional District 5 (111th Congress), New York","672450","19592","333559","11680","71346","4220","64698","3876","6648","1518","1009","548","5639","1490","262213","9249","110669","5323","151544","8071","73860","4809","77684","6543","338891","10285","64016","4521","58389","4388","5627","1631","1771","1000","3856","1195","274875","7944","115454","5149","159421","5961","88921","4659","70500","4408"
"5001100US3405","Congressional District 5 (111th Congress), New Jersey","665966","9874","322223","5756","81287","2982","77920","2882","3367","977","730","337","2637","935","240936","4399","196709","4310","44227","3284","29223","2279","15004","2481","343743","6354","79873","3297","75904","3329","3969","1084","1408","530","2561","926","263870","5435","211676","4736","52194","3549","34679","2726","17515","2552"
"5001100US1209","Congressional District 9 (111th Congress), Florida","756304","18018","363347","10564","86162","5232","83162","5002","3000","1130","468","392","2532","1011","277185","8919","239842","8291","37343","3823","18468","2300","18875","2838","392957","10068","83148","5714","80217","5661","2931","1144","318","234","2613","1117","309809","7237","262813","6851","46996","4445","24227","2480","22769","3130"
"5001100US2106","Congressional District 6 (111th Congress), Kentucky","763221","5406","376275","3142","91658","2167","89000","2124","2658","748","553","299","2105","732","284617","2436","264854","2850","19763","2076","4308","1236","15455","1899","386946","3806","80488","2109","78802","2083","1686","566","375","267","1311","491","306458","2583","291155","2704","15303","1610","3825","978","11478","1467"
"5001100US4004","Congressional District 4 (111th Congress), Oklahoma","781594","5974","383504","4490","94141","3106","91941","2786","2200","1052","379","343","1821","899","289363","3084","275900","3178","13463","1480","6225","1088","7238","1269","398090","4354","94845","2791","94199","2821","646","372","287","277","359","276","303245","2777","285112","2996","18133","1955","8446","1229","9687","1733"
