"GEO_ID","NAME","B29001_001E","B29001_001M","B29001_002E","B29001_002M","B29001_003E","B29001_003M","B29001_004E","B29001_004M","B29001_005E","B29001_005M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!18 to 29 years","Margin of Error!!Total!!18 to 29 years","Estimate!!Total!!30 to 44 years","Margin of Error!!Total!!30 to 44 years","Estimate!!Total!!45 to 64 years","Margin of Error!!Total!!45 to 64 years","Estimate!!Total!!65 years and over","Margin of Error!!Total!!65 years and over"
"5001600US0642","Congressional District 42 (116th Congress), California","538265","9226","122803","6056","145881","6071","177568","5224","92013","5193"
"5001600US0643","Congressional District 43 (116th Congress), California","454185","11440","114853","6789","115255","6009","142409","6116","81668","4903"
"5001600US0644","Congressional District 44 (116th Congress), California","395819","8661","115574","5092","110263","5325","108537","4864","61445","3478"
"5001600US0645","Congressional District 45 (116th Congress), California","532802","12285","110235","5848","119202","6634","187676","6330","115689","4872"
"5001600US0646","Congressional District 46 (116th Congress), California","408633","10145","130145","6155","103298","5649","111682","5036","63508","3917"
"5001600US0647","Congressional District 47 (116th Congress), California","491712","10923","114807","6192","124261","6524","166891","6432","85753","4354"
"5001600US0648","Congressional District 48 (116th Congress), California","529832","8764","103313","6069","113213","4833","190245","5550","123061","4460"
"5001600US0649","Congressional District 49 (116th Congress), California","519302","10212","111660","7630","112832","6553","178059","6302","116751","6123"
"5001600US0650","Congressional District 50 (116th Congress), California","513522","11367","113483","7682","123333","5550","169884","6064","106822","5124"
"5001600US0651","Congressional District 51 (116th Congress), California","445034","11226","133614","7085","114319","6348","124841","4988","72260","3770"
"5001600US0652","Congressional District 52 (116th Congress), California","546843","12471","125910","7856","142801","5552","170845","5399","107287","5028"
"5001600US0653","Congressional District 53 (116th Congress), California","563962","15636","150613","8147","157739","7624","162309","6469","93301","5485"
"5001600US0801","Congressional District 1 (116th Congress), Colorado","619349","5507","152364","3423","196712","4641","172432","3317","97841","1875"
"5001600US0802","Congressional District 2 (116th Congress), Colorado","619285","6451","152308","4355","147134","3653","199517","3843","120326","2901"
"5001600US0803","Congressional District 3 (116th Congress), Colorado","565901","5796","109523","3646","129319","4084","189023","3119","138036","2306"
"5001600US0804","Congressional District 4 (116th Congress), Colorado","598599","5986","117673","3198","156792","3744","208777","4667","115357","2335"
"5001600US0805","Congressional District 5 (116th Congress), Colorado","603967","3639","145787","1745","153131","2743","192123","2518","112926","1631"
"5001600US0806","Congressional District 6 (116th Congress), Colorado","567801","9080","113465","5196","156336","4996","200412","4735","97588","2458"
"5001600US0807","Congressional District 7 (116th Congress), Colorado","576138","8222","124489","3527","162759","4792","180307","4682","108583","2562"
"5001600US0901","Congressional District 1 (116th Congress), Connecticut","523004","7034","99742","3599","117559","5022","184595","4256","121108","3712"
"5001600US0902","Congressional District 2 (116th Congress), Connecticut","548572","5593","113923","3208","111653","3326","198909","3653","124087","2594"
"5001600US0903","Congressional District 3 (116th Congress), Connecticut","535024","7312","117352","4495","114121","4110","182421","4593","121130","3528"
"5001600US0904","Congressional District 4 (116th Congress), Connecticut","496370","6476","91904","3073","103645","3839","191712","3875","109109","3480"
"5001600US0905","Congressional District 5 (116th Congress), Connecticut","511395","9390","97510","5568","105985","5898","189558","5652","118342","5364"
"5001600US1000","Congressional District (at Large) (116th Congress), Delaware","720867","3971","140123","2059","153037","2253","249503","1863","178204","1133"
"5001600US1198","Delegate District (at Large) (116th Congress), District of Columbia","526393","4612","145434","2101","165893","3139","131762","1970","83304","935"
"5001600US1201","Congressional District 1 (116th Congress), Florida","601423","2752","129762","1974","142425","2452","198441","2572","130795","1592"
"5001600US1202","Congressional District 2 (116th Congress), Florida","573718","6050","112942","4481","125347","3509","188569","4211","146860","3294"
"5001600US1203","Congressional District 3 (116th Congress), Florida","579993","6726","143031","4107","129575","4054","180729","4511","126658","3425"
"5001600US1204","Congressional District 4 (116th Congress), Florida","614794","10052","118537","4921","151537","5527","210228","5646","134492","3473"
"5001600US1205","Congressional District 5 (116th Congress), Florida","541992","11225","141638","5820","133383","5122","171317","5632","95654","3756"
"5001600US1206","Congressional District 6 (116th Congress), Florida","621566","6917","98635","3510","119235","4060","207124","3944","196572","3298"
"5001600US1207","Congressional District 7 (116th Congress), Florida","581583","10621","148112","6084","143853","6107","179955","5309","109663","3213"
"5001600US1208","Congressional District 8 (116th Congress), Florida","610604","4145","92846","3171","111790","2810","214531","2788","191437","1943"
"5001600US1209","Congressional District 9 (116th Congress), Florida","644898","15477","137347","7314","166586","7579","202251","7297","138714","5379"
"5001600US1210","Congressional District 10 (116th Congress), Florida","546157","12769","121477","6579","151934","6786","183021","6589","89725","3624"
"5001600US1211","Congressional District 11 (116th Congress), Florida","652135","10786","82551","4736","96277","4430","196690","5794","276617","4547"
"5001600US1212","Congressional District 12 (116th Congress), Florida","605983","7435","83666","3251","126316","4117","210053","4669","185948","4093"
"5001600US1213","Congressional District 13 (116th Congress), Florida","584889","8338","100325","3385","116090","4369","205103","4066","163371","4063"
"5001600US1214","Congressional District 14 (116th Congress), Florida","534225","9792","122106","5345","143475","6213","169888","4532","98756","4268"
"5001600US1215","Congressional District 15 (116th Congress), Florida","578715","14070","126879","7794","132369","7346","192852","7065","126615","6035"
"5001600US1216","Congressional District 16 (116th Congress), Florida","638769","8875","91026","4273","118164","5099","211715","5537","217864","5133"
"5001600US1217","Congressional District 17 (116th Congress), Florida","615104","10351","81894","4972","101025","4920","183910","5539","248275","6286"
"5001600US1218","Congressional District 18 (116th Congress), Florida","599873","10324","89563","3758","111342","5016","204824","5460","194144","4978"
"5001600US1219","Congressional District 19 (116th Congress), Florida","631233","11072","84363","4470","98336","4459","192617","4738","255917","4861"
"5001600US1220","Congressional District 20 (116th Congress), Florida","507613","13423","115723","7122","128477","7880","165897","6129","97516","4925"
"5001600US1221","Congressional District 21 (116th Congress), Florida","546101","11927","86152","5378","99308","4822","171770","5160","188871","5818"
"5001600US1222","Congressional District 22 (116th Congress), Florida","534846","11346","78782","6379","113545","5461","190781","7317","151738","6326"
"5001600US1223","Congressional District 23 (116th Congress), Florida","510212","9952","92504","5457","117316","6449","176163","7134","124229","6214"
"5001600US1224","Congressional District 24 (116th Congress), Florida","477697","12311","110275","6019","123658","6023","149155","6631","94609","4676"
"5001600US1225","Congressional District 25 (116th Congress), Florida","453055","14226","89229","5884","86737","6169","148024","6975","129065","6090"
"5001600US1226","Congressional District 26 (116th Congress), Florida","476033","12380","104526","6181","107894","5865","162965","7102","100648","4754"
"5001600US1227","Congressional District 27 (116th Congress), Florida","464604","13439","84074","5994","110349","5506","152249","6860","117932","5209"
"5001600US1301","Congressional District 1 (116th Congress), Georgia","550713","4548","124272","3079","144285","3395","173960","3026","108196","1545"
"5001600US1302","Congressional District 2 (116th Congress), Georgia","498322","5387","116812","2905","118050","3261","158501","3915","104959","2882"
"5001600US1303","Congressional District 3 (116th Congress), Georgia","548941","6659","116928","4050","126353","4425","192813","4587","112847","2895"
"5001600US1304","Congressional District 4 (116th Congress), Georgia","527938","10870","116027","5843","131388","5906","188968","5755","91555","3887"
"5001600US1305","Congressional District 5 (116th Congress), Georgia","587385","11293","173012","6625","167225","7137","162199","7225","84949","4183"
"5001600US1306","Congressional District 6 (116th Congress), Georgia","496468","9646","80827","5399","129906","5718","192548","7109","93187","4208"
"5001600US1307","Congressional District 7 (116th Congress), Georgia","486845","13303","101857","5393","126492","6935","180871","5794","77625","3270"
"5001600US1308","Congressional District 8 (116th Congress), Georgia","527338","5981","117467","3462","129584","4370","171971","4371","108316","2245"
"5001600US1309","Congressional District 9 (116th Congress), Georgia","556967","6033","110102","3048","119775","3899","185692","3318","141398","2019"
"5001600US1310","Congressional District 10 (116th Congress), Georgia","565803","9414","135915","4008","130573","4728","189498","6378","109817","3299"
"5001600US1311","Congressional District 11 (116th Congress), Georgia","559687","9450","122052","5283","143609","5115","193753","5906","100273","3469"
"5001600US1312","Congressional District 12 (116th Congress), Georgia","540482","5219","132914","2728","132283","3570","172888","3918","102397","2323"
"5001600US1313","Congressional District 13 (116th Congress), Georgia","523476","12223","114667","6389","141009","6960","185343","6093","82457","3953"
"5001600US1314","Congressional District 14 (116th Congress), Georgia","516434","4331","107349","2831","122568","3407","180827","3122","105690","2247"
"5001600US1501","Congressional District 1 (116th Congress), Hawaii","509992","8672","101825","4076","127924","4072","156279","4206","123964","3132"
"5001600US1502","Congressional District 2 (116th Congress), Hawaii","506514","7345","104080","3678","120799","4338","160905","4235","120730","3416"
"5001600US1601","Congressional District 1 (116th Congress), Idaho","661724","6207","133621","4585","156558","4524","218173","4432","153372","3346"
"5001600US1602","Congressional District 2 (116th Congress), Idaho","590690","6236","138735","4087","152336","4578","177354","4331","122265","2978"
"5001600US1701","Congressional District 1 (116th Congress), Illinois","524114","13385","110093","6804","119884","5162","183041","6282","111096","5625"
"5001600US1702","Congressional District 2 (116th Congress), Illinois","497132","10186","105903","5941","115395","4366","166767","6499","109067","4621"
"5001600US1703","Congressional District 3 (116th Congress), Illinois","479004","11273","96642","6130","116060","5721","166940","6269","99362","4898"
"5001600US1704","Congressional District 4 (116th Congress), Illinois","410804","10402","114380","5775","124459","6352","112782","5533","59183","4147"
"5001600US1705","Congressional District 5 (116th Congress), Illinois","545831","13594","138945","8057","163400","5664","153707","6422","89779","4811"
"5001600US1706","Congressional District 6 (116th Congress), Illinois","523796","7397","89576","5048","115611","4602","203470","5326","115139","4881"
"5001600US1707","Congressional District 7 (116th Congress), Illinois","522767","13446","133525","6280","142887","6274","152762","7965","93593","5236"
"5001600US1708","Congressional District 8 (116th Congress), Illinois","442009","9089","97404","5699","105383","4469","149266","6187","89956","4978"
"5001600US1709","Congressional District 9 (116th Congress), Illinois","498242","10167","91913","5903","116876","6036","169788","6411","119665","4522"
"5001600US1710","Congressional District 10 (116th Congress), Illinois","468255","7926","99179","4240","100085","4751","164232","3921","104759","3885"
"5001600US1711","Congressional District 11 (116th Congress), Illinois","472244","8696","104470","5752","115271","5530","167620","5421","84883","4587"
"5001600US1712","Congressional District 12 (116th Congress), Illinois","528398","3128","105402","1996","123904","2484","181641","2884","117451","2050"
"5001600US1713","Congressional District 13 (116th Congress), Illinois","539012","6187","143933","4431","119427","3975","165322","3823","110330","3197"
"5001600US1714","Congressional District 14 (116th Congress), Illinois","525729","7412","91105","5179","132209","5146","201495","4740","100920","4247"
"5001600US1715","Congressional District 15 (116th Congress), Illinois","532371","4362","95218","2174","121442","2750","182004","3206","133707","2419"
"5001600US1716","Congressional District 16 (116th Congress), Illinois","520730","4681","103375","3078","109416","3083","184379","3035","123560","2241"
"5001600US1717","Congressional District 17 (116th Congress), Illinois","512994","5263","101060","2763","111726","3039","174240","3138","125968","2410"
"5001600US1718","Congressional District 18 (116th Congress), Illinois","531334","6741","95626","3702","121408","3489","181679","3411","132621","2687"
"5001600US1801","Congressional District 1 (116th Congress), Indiana","537218","2969","106269","1657","125653","2312","188611","2257","116685","1616"
"5001600US1802","Congressional District 2 (116th Congress), Indiana","522778","3982","110898","2210","118188","2293","175795","2541","117897","1872"
"5001600US1803","Congressional District 3 (116th Congress), Indiana","540022","2746","111370","1508","129229","2038","184607","2011","114816","1224"
"5001600US1804","Congressional District 4 (116th Congress), Indiana","567094","4245","133208","2676","127470","3077","189264","3276","117152","1894"
"5001600US1805","Congressional District 5 (116th Congress), Indiana","573500","6937","111187","4311","147605","4640","199662","4139","115046","2960"
"5001600US1806","Congressional District 6 (116th Congress), Indiana","549035","2722","115411","1554","116898","2005","189917","1695","126809","1845"
"5001600US1807","Congressional District 7 (116th Congress), Indiana","521076","6956","128612","5060","133507","4492","167449","4128","91508","2559"
"5001600US1808","Congressional District 8 (116th Congress), Indiana","549149","2287","110466","1477","125872","1978","188624","2134","124187","1412"
"5001600US1809","Congressional District 9 (116th Congress), Indiana","575308","3657","132059","2723","135378","3381","189052","3034","118819","1898"
"5001600US1901","Congressional District 1 (116th Congress), Iowa","580187","2876","120677","1601","129269","2017","191851","1608","138390","947"
"5001600US1902","Congressional District 2 (116th Congress), Iowa","581525","2670","126756","1625","130205","2176","191051","1832","133513","1157"
"5001600US1903","Congressional District 3 (116th Congress), Iowa","601044","3898","121087","1932","155881","2522","201136","2004","122940","904"
"5001600US1904","Congressional District 4 (116th Congress), Iowa","564463","2859","122947","1898","118353","1731","182759","2107","140404","1127"
"5001600US2001","Congressional District 1 (116th Congress), Kansas","502712","3509","127140","2510","106367","2138","154679","2494","114526","1763"
"5001600US2002","Congressional District 2 (116th Congress), Kansas","538594","2980","119299","2407","123546","2154","172970","2470","122779","2034"
"5001600US2003","Congressional District 3 (116th Congress), Kansas","534532","3744","103498","2023","139817","2189","184931","1617","106286","1013"
"5001600US2004","Congressional District 4 (116th Congress), Kansas","515676","3192","107482","1887","122563","2410","172400","1810","113231","1046"
"5001600US2101","Congressional District 1 (116th Congress), Kentucky","552530","3169","112558","2433","119362","2282","187927","2755","132683","1848"
"5001600US2102","Congressional District 2 (116th Congress), Kentucky","577362","4615","121167","2701","134374","2441","198804","3186","123017","2213"
"5001600US2103","Congressional District 3 (116th Congress), Kentucky","553926","3786","117509","1460","132285","2245","185157","2087","118975","1209"
"5001600US2104","Congressional District 4 (116th Congress), Kentucky","565232","4216","109560","3071","137967","2192","201182","3097","116523","1690"
"5001600US2105","Congressional District 5 (116th Congress), Kentucky","537877","3689","102630","2473","123765","1917","189523","2226","121959","2067"
"5001600US2106","Congressional District 6 (116th Congress), Kentucky","581992","4750","139582","2640","135939","2648","192089","3062","114382","2494"
"5001600US2201","Congressional District 1 (116th Congress), Louisiana","594231","7375","118153","3746","143712","4577","203742","4057","128624","3308"
"5001600US2202","Congressional District 2 (116th Congress), Louisiana","587115","8471","124974","4926","151730","4277","196900","4572","113511","3965"
"5001600US2203","Congressional District 3 (116th Congress), Louisiana","577604","2928","122302","2531","146926","2595","193990","2868","114386","1538"
"5001600US2204","Congressional District 4 (116th Congress), Louisiana","559310","2947","119926","2412","138312","3263","178958","2829","122114","1785"
"5001600US2205","Congressional District 5 (116th Congress), Louisiana","555804","4901","113240","2839","138593","3592","182823","3631","121148","2394"
"5001600US2206","Congressional District 6 (116th Congress), Louisiana","585015","7251","138843","4363","145438","4690","186354","4802","114380","3041"
"5001600US2301","Congressional District 1 (116th Congress), Maine","546625","3606","91423","1564","120900","2526","196768","2427","137534","1356"
"5001600US2302","Congressional District 2 (116th Congress), Maine","524036","3159","90205","1671","106404","1819","191578","2142","135849","1488"
"5001600US2401","Congressional District 1 (116th Congress), Maryland","567926","5943","102678","3005","117878","2517","209151","3823","138219","2717"
"5001600US2402","Congressional District 2 (116th Congress), Maryland","560167","10243","120269","5400","143100","5100","189658","5911","107140","4114"
"5001600US2403","Congressional District 3 (116th Congress), Maryland","545892","12375","118771","6511","138350","5609","177240","6060","111531","4669"
"5001600US2404","Congressional District 4 (116th Congress), Maryland","503398","11202","93014","5783","125012","5338","185566","6003","99806","3725"
"5001600US2405","Congressional District 5 (116th Congress), Maryland","556897","9297","121543","4761","123848","4245","208003","4511","103503","3538"
"5001600US2406","Congressional District 6 (116th Congress), Maryland","523698","8346","100520","4085","123665","4767","186857","4995","112656","3809"
"5001600US2407","Congressional District 7 (116th Congress), Maryland","528398","10931","115519","4673","121941","5857","180162","5445","110776","3500"
"5001600US2408","Congressional District 8 (116th Congress), Maryland","533774","9035","95529","4367","126983","4663","190413","5221","120849","3294"
"5001600US2501","Congressional District 1 (116th Congress), Massachusetts","568024","5218","119473","2842","119459","2868","198117","3133","130975","2454"
"5001600US2502","Congressional District 2 (116th Congress), Massachusetts","558962","8532","127590","4155","117040","3964","196871","4671","117461","3157"
"5001600US2503","Congressional District 3 (116th Congress), Massachusetts","543580","9566","113187","5700","124132","6129","204678","7099","101583","5181"
"5001600US2504","Congressional District 4 (116th Congress), Massachusetts","559943","7776","103075","5070","119792","4739","212866","5389","124210","4633"
"5001600US2505","Congressional District 5 (116th Congress), Massachusetts","535109","10214","107925","4607","129135","5861","180011","6179","118038","4779"
"5001600US2506","Congressional District 6 (116th Congress), Massachusetts","577241","6734","101032","4041","119170","3674","215167","5376","141872","4876"
"5001600US2507","Congressional District 7 (116th Congress), Massachusetts","558430","11033","197433","6764","143411","5583","135309","5832","82277","3853"
"5001600US2508","Congressional District 8 (116th Congress), Massachusetts","561241","10353","113602","5626","138733","5821","189771","6022","119135","4746"
"5001600US2509","Congressional District 9 (116th Congress), Massachusetts","573274","7656","97060","3874","109998","4205","204076","4883","162140","3439"
"5001600US2601","Congressional District 1 (116th Congress), Michigan","564858","1561","97821","1043","106924","1120","197514","1299","162599","683"
"5001600US2602","Congressional District 2 (116th Congress), Michigan","551323","4776","123650","3563","126229","3453","183561","3526","117883","2704"
"5001600US2603","Congressional District 3 (116th Congress), Michigan","551028","4362","118568","3347","135861","3145","184569","3617","112030","2731"
"5001600US2604","Congressional District 4 (116th Congress), Michigan","554938","2626","115498","2235","114323","1742","188632","1972","136485","1827"
"5001600US2605","Congressional District 5 (116th Congress), Michigan","520558","2700","101137","1747","110301","1422","185117","2012","124003","1733"
"5001600US2606","Congressional District 6 (116th Congress), Michigan","541981","3071","117971","1844","117761","2218","182640","2359","123609","948"
"5001600US2607","Congressional District 7 (116th Congress), Michigan","548462","2889","99343","2134","121286","2484","197979","2368","129854","1848"
"5001600US2608","Congressional District 8 (116th Congress), Michigan","554462","5219","128782","2774","119354","3102","195443","3506","110883","2593"
"5001600US2609","Congressional District 9 (116th Congress), Michigan","552114","6344","117050","4681","129459","4783","190454","5473","115151","3730"
"5001600US2610","Congressional District 10 (116th Congress), Michigan","553804","5635","91918","3569","118907","3014","212452","3914","130527","3525"
"5001600US2611","Congressional District 11 (116th Congress), Michigan","534817","6785","96984","3555","114133","3999","203487","5147","120213","4596"
"5001600US2612","Congressional District 12 (116th Congress), Michigan","526943","7440","144577","4853","114484","4436","166439","4620","101443","3926"
"5001600US2613","Congressional District 13 (116th Congress), Michigan","474739","8475","110377","5322","107407","5688","161381","4271","95574","3696"
"5001600US2614","Congressional District 14 (116th Congress), Michigan","512851","9342","109658","5755","117113","4669","171524","4938","114556","4501"
"5001600US2701","Congressional District 1 (116th Congress), Minnesota","500330","2914","103708","1937","114362","1772","165683","1743","116577","1253"
"5001600US2702","Congressional District 2 (116th Congress), Minnesota","511914","3848","96331","2514","131892","2452","185390","2553","98301","1587"
"5001600US2703","Congressional District 3 (116th Congress), Minnesota","517834","7590","80909","4606","124874","4081","199945","4194","112106","3768"
"5001600US2704","Congressional District 4 (116th Congress), Minnesota","510862","5084","109706","3155","130270","2894","167528","2243","103358","1746"
"5001600US2705","Congressional District 5 (116th Congress), Minnesota","517155","6617","137964","4281","150173","4512","141709","3545","87309","2962"
"5001600US2706","Congressional District 6 (116th Congress), Minnesota","525551","4938","104564","3218","137834","2921","190089","3176","93064","2476"
"5001600US2707","Congressional District 7 (116th Congress), Minnesota","495727","2489","91877","1677","106463","1479","167305","1553","130082","1193"
"5001600US2708","Congressional District 8 (116th Congress), Minnesota","527541","1381","92761","1329","112017","1223","185789","1349","136974","799"
"5001600US2801","Congressional District 1 (116th Congress), Mississippi","577880","2748","126850","2392","136703","2524","193135","2700","121192","1696"
"5001600US2802","Congressional District 2 (116th Congress), Mississippi","523479","4699","117121","3172","123974","3576","175829","3526","106555","2294"
"5001600US2803","Congressional District 3 (116th Congress), Mississippi","559913","5338","120854","3571","140729","4217","175562","4580","122768","2775"
"5001600US2804","Congressional District 4 (116th Congress), Mississippi","579386","3131","125374","3586","142348","3315","189661","2956","122003","2136"
"5001600US2901","Congressional District 1 (116th Congress), Missouri","549361","6958","130558","3684","139392","3640","173891","4487","105520","3059"
"5001600US2902","Congressional District 2 (116th Congress), Missouri","575828","8830","93035","4368","129833","5531","210481","5686","142479","3415"
"5001600US2903","Congressional District 3 (116th Congress), Missouri","602748","6241","113183","3393","148292","4310","213686","3878","127587","2434"
"5001600US2904","Congressional District 4 (116th Congress), Missouri","584925","4248","140461","2852","129155","2398","185648","2666","129661","1992"
"5001600US2905","Congressional District 5 (116th Congress), Missouri","573775","5681","127201","3338","142534","3285","185355","3276","118685","2545"
"5001600US2906","Congressional District 6 (116th Congress), Missouri","583457","5275","112443","3299","141987","3215","201080","3121","127947","2815"
"5001600US2907","Congressional District 7 (116th Congress), Missouri","595559","2710","128623","1625","136612","2057","192439","1808","137885","1534"
"5001600US2908","Congressional District 8 (116th Congress), Missouri","567717","3947","105465","2208","124173","2204","198629","3032","139450","2124"
"5001600US3000","Congressional District (at Large) (116th Congress), Montana","823668","2462","162487","2278","190761","2375","270899","2319","199521","1261"
"5001600US3101","Congressional District 1 (116th Congress), Nebraska","473676","3971","115814","2308","111892","2528","147670","2597","98300","1794"
"5001600US3102","Congressional District 2 (116th Congress), Nebraska","467041","4132","98743","1798","130827","2258","152604","2191","84867","1138"
"5001600US3103","Congressional District 3 (116th Congress), Nebraska","439543","3065","81629","1733","95106","1974","144924","1863","117884","1369"
"5001600US3201","Congressional District 1 (116th Congress), Nevada","418811","10703","102489","5907","97757","5784","128524","5511","90041","4518"
"5001600US3202","Congressional District 2 (116th Congress), Nevada","531489","4280","108295","1929","122316","2817","178178","3126","122700","1765"
"5001600US3203","Congressional District 3 (116th Congress), Nevada","607915","11250","114455","6584","165543","6354","201412","5620","126505","4506"
"5001600US3204","Congressional District 4 (116th Congress), Nevada","516951","10773","107683","5770","129145","5165","170032","6127","110091","4600"
"5001600US3301","Congressional District 1 (116th Congress), New Hampshire","540224","4909","111039","3042","117000","2965","193985","4177","118200","3088"
"5001600US3302","Congressional District 2 (116th Congress), New Hampshire","529588","4458","94001","2949","110296","3168","202379","4343","122912","2834"
"5001600US3401","Congressional District 1 (116th Congress), New Jersey","542034","6191","111555","2727","128857","4290","190108","3382","111514","2148"
"5001600US3402","Congressional District 2 (116th Congress), New Jersey","531339","6456","93137","3058","110952","3787","192550","3602","134700","2778"
"5001600US3403","Congressional District 3 (116th Congress), New Jersey","570276","5881","103401","2971","121577","3040","204055","4043","141243","3548"
"5001600US3404","Congressional District 4 (116th Congress), New Jersey","539643","8273","92318","4170","109571","4728","192765","5326","144989","4254"
"5001600US3405","Congressional District 5 (116th Congress), New Jersey","527932","8667","89385","4394","108059","4731","204536","5445","125952","4059"
"5001600US3406","Congressional District 6 (116th Congress), New Jersey","502463","7651","116015","4306","108102","4837","179916","4676","98430","4257"
"5001600US3407","Congressional District 7 (116th Congress), New Jersey","527076","9094","88778","4644","105529","4703","216418","5506","116351","4095"
"5001600US3408","Congressional District 8 (116th Congress), New Jersey","425604","11139","104194","5447","121068","4519","128201","6084","72141","3564"
"5001600US3409","Congressional District 9 (116th Congress), New Jersey","481499","11594","99676","5588","111457","5430","169027","5360","101339","4083"
"5001600US3410","Congressional District 10 (116th Congress), New Jersey","496051","9959","113595","5627","125958","5999","165331","5593","91167","3980"
"5001600US3411","Congressional District 11 (116th Congress), New Jersey","548734","8988","92894","4852","122467","4903","205816","5382","127557","3811"
"5001600US3412","Congressional District 12 (116th Congress), New Jersey","505683","9993","96015","5152","108763","5621","190033","5882","110872","5041"
"5001600US3501","Congressional District 1 (116th Congress), New Mexico","514775","6996","109072","3029","124471","3820","166781","3303","114451","2229"
"5001600US3502","Congressional District 2 (116th Congress), New Mexico","484702","6155","111415","3372","110639","4390","144518","3727","118130","2730"
"5001600US3503","Congressional District 3 (116th Congress), New Mexico","507907","5741","95645","3336","121837","3624","162932","3209","127493","2382"
"5001600US3601","Congressional District 1 (116th Congress), New York","530436","8854","100287","4035","107433","5140","196082","5993","126634","4697"
"5001600US3602","Congressional District 2 (116th Congress), New York","515987","10089","103396","5114","114796","6046","192105","6404","105690","4917"
"5001600US3603","Congressional District 3 (116th Congress), New York","521235","9204","84043","5129","94788","5053","201571","6966","140833","4839"
"5001600US3604","Congressional District 4 (116th Congress), New York","506457","8321","97115","3933","114081","5095","175392","5160","119869","4004"
"5001600US3605","Congressional District 5 (116th Congress), New York","501784","12659","108297","5234","116210","4998","177019","6342","100258","3979"
"5001600US3606","Congressional District 6 (116th Congress), New York","448065","12825","79930","4430","102886","5889","155921","6732","109328","4526"
"5001600US3607","Congressional District 7 (116th Congress), New York","446196","14230","118165","7547","128013","5623","126083","6973","73935","4406"
"5001600US3608","Congressional District 8 (116th Congress), New York","540660","13211","122947","6253","146729","7186","159129","5648","111855","5281"
"5001600US3609","Congressional District 9 (116th Congress), New York","486880","12651","106689","5362","133320","6783","145744","6356","101127","4834"
"5001600US3610","Congressional District 10 (116th Congress), New York","473542","10788","104610","6754","124335","7023","138764","7180","105833","5374"
"5001600US3611","Congressional District 11 (116th Congress), New York","500998","8100","94271","3380","113514","4360","176250","4365","116963","2829"
"5001600US3612","Congressional District 12 (116th Congress), New York","530252","14243","138958","7243","160540","7342","125681","6992","105073","6007"
"5001600US3613","Congressional District 13 (116th Congress), New York","505003","13783","132278","6911","138772","7669","147730","6739","86223","4899"
"5001600US3614","Congressional District 14 (116th Congress), New York","392398","12236","84822","5281","108371","6353","121605","6487","77600","4495"
"5001600US3615","Congressional District 15 (116th Congress), New York","410819","11144","118087","6357","97836","5622","125599","4913","69297","3355"
"5001600US3616","Congressional District 16 (116th Congress), New York","498243","10607","97670","5533","110557","5818","170078","6340","119938","4975"
"5001600US3617","Congressional District 17 (116th Congress), New York","502861","6893","99453","3981","107969","4148","177154","4494","118285","3726"
"5001600US3618","Congressional District 18 (116th Congress), New York","524373","5240","110007","3091","111866","3254","194615","3310","107885","2674"
"5001600US3619","Congressional District 19 (116th Congress), New York","553713","5607","100781","2764","110525","3418","200995","2689","141412","2973"
"5001600US3620","Congressional District 20 (116th Congress), New York","557251","5438","128947","3418","122739","3064","183945","3761","121620","2620"
"5001600US3621","Congressional District 21 (116th Congress), New York","551303","4192","113239","2988","119095","1986","194087","2692","124882","1893"
"5001600US3622","Congressional District 22 (116th Congress), New York","539437","3753","114511","1905","111158","1993","184422","2424","129346","1515"
"5001600US3623","Congressional District 23 (116th Congress), New York","544564","3340","120276","2426","109777","2013","185144","2376","129367","1397"
"5001600US3624","Congressional District 24 (116th Congress), New York","539797","2939","111698","1986","117482","1825","189709","1757","120908","1232"
"5001600US3625","Congressional District 25 (116th Congress), New York","543698","4648","117622","2198","123905","1868","181680","2174","120491","1330"
"5001600US3626","Congressional District 26 (116th Congress), New York","539694","5187","120559","3482","122162","3217","175590","4059","121383","3231"
"5001600US3627","Congressional District 27 (116th Congress), New York","564383","5939","95372","3814","120176","3156","212938","5000","135897","3689"
"5001600US3701","Congressional District 1 (116th Congress), North Carolina","566173","6735","132862","4336","125420","3503","183238","3733","124653","2401"
"5001600US3702","Congressional District 2 (116th Congress), North Carolina","601142","7863","106022","4771","154674","5036","224620","5549","115826","3571"
"5001600US3703","Congressional District 3 (116th Congress), North Carolina","579504","4996","140107","3812","124968","3042","183311","3621","131118","2273"
"5001600US3704","Congressional District 4 (116th Congress), North Carolina","624834","7413","160718","4780","165799","5363","199641","4989","98676","3142"
