"GEO_ID","NAME","B05003_001E","B05003_001M","B05003_002E","B05003_002M","B05003_003E","B05003_003M","B05003_004E","B05003_004M","B05003_005E","B05003_005M","B05003_006E","B05003_006M","B05003_007E","B05003_007M","B05003_008E","B05003_008M","B05003_009E","B05003_009M","B05003_010E","B05003_010M","B05003_011E","B05003_011M","B05003_012E","B05003_012M","B05003_013E","B05003_013M","B05003_014E","B05003_014M","B05003_015E","B05003_015M","B05003_016E","B05003_016M","B05003_017E","B05003_017M","B05003_018E","B05003_018M","B05003_019E","B05003_019M","B05003_020E","B05003_020M","B05003_021E","B05003_021M","B05003_022E","B05003_022M","B05003_023E","B05003_023M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen"
"5001400US4801","Congressional District 1 (114th Congress), Texas","712779","3420","350913","3149","91494","1917","88782","1970","2712","1005","265","269","2447","950","259419","2077","233444","2424","25975","1725","7125","1405","18850","1758","361866","2954","83833","2114","81548","2202","2285","828","539","432","1746","782","278033","1781","253812","2558","24221","2180","7189","1449","17032","1902"
"5001400US2802","Congressional District 2 (114th Congress), Mississippi","722640","6945","346507","4456","92225","2362","91607","2416","618","578","323","467","295","242","254282","3394","247256","3580","7026","1371","1695","726","5331","1157","376133","4571","91000","2800","90593","2774","407","287","98","172","309","240","285133","3051","281208","3050","3925","822","2227","685","1698","507"
"5001400US1213","Congressional District 13 (114th Congress), Florida","707503","9020","343793","4296","58881","2279","57494","2266","1387","774","252","256","1135","713","284912","3413","245807","4900","39105","3937","21070","2579","18035","2936","363710","6300","57147","2467","54833","2487","2314","893","1169","631","1145","629","306563","5651","264576","6311","41987","2907","24855","2467","17132","2028"
"5001400US1902","Congressional District 2 (114th Congress), Iowa","776785","1410","388335","2221","92213","1773","89977","1720","2236","841","819","382","1417","649","296122","1541","277300","1947","18822","1949","6341","1127","12481","1836","388450","2362","84090","1554","82252","1428","1838","718","493","357","1345","692","304360","1336","288897","1871","15463","1611","6495","1117","8968","1501"
"5001400US3701","Congressional District 1 (114th Congress), North Carolina","742851","15082","353254","8173","86831","4437","85344","4417","1487","658","344","470","1143","527","266423","6283","244094","5866","22329","2735","4492","1179","17837","2440","389597","9092","78226","4730","76190","4685","2036","1415","965","1269","1071","584","311371","6327","289937","6051","21434","2087","4671","1246","16763","1932"
"5001400US2605","Congressional District 5 (114th Congress), Michigan","687292","3788","331430","2267","79099","1447","78373","1537","726","481","321","322","405","335","252331","1640","245291","2081","7040","1352","3955","1059","3085","926","355862","2495","76287","1264","75361","1324","926","498","245","244","681","512","279575","1962","271789","2305","7786","1215","5139","1121","2647","800"
"5001400US4101","Congressional District 1 (114th Congress), Oregon","805943","4102","396906","2786","94749","1510","91100","1679","3649","1093","449","304","3200","1081","302157","2488","249136","2917","53021","2700","20305","2017","32716","2685","409037","3244","93571","1834","89140","2084","4431","1062","699","435","3732","1025","315466","2238","263090","3109","52376","2729","25010","2411","27366","2297"
"5001400US5305","Congressional District 5 (114th Congress), Washington","690518","1898","343003","1785","76338","1337","75191","1387","1147","618","305","286","842","556","266665","1439","249496","2165","17169","1923","6764","1166","10405","1539","347515","1650","74469","1249","72771","1401","1698","696","845","540","853","533","273046","1428","253970","2661","19076","2045","10005","1358","9071","1621"
"5001400US5308","Congressional District 8 (114th Congress), Washington","711629","11777","351521","6682","91687","4590","87085","4497","4602","1314","969","441","3633","1226","259834","5083","219502","5621","40332","4078","18016","2418","22316","3223","360108","7173","93655","4348","89824","4429","3831","1213","939","638","2892","1139","266453","5617","224210","6226","42243","2854","22294","2431","19949","2401"
"5001400US1218","Congressional District 18 (114th Congress), Florida","731704","8977","351951","5351","66011","2806","63244","3057","2767","1435","260","205","2507","1412","285940","5065","230208","5115","55732","5910","29285","3484","26447","4894","379753","6236","68897","3172","66609","3254","2288","1208","883","478","1405","1102","310856","4736","256154","5022","54702","4218","33312","3519","21390","2789"
"5001400US1207","Congressional District 7 (114th Congress), Florida","735643","10623","361499","6034","82215","4018","80618","4000","1597","622","64","111","1533","608","279284","5180","240193","5339","39091","3785","23223","2730","15868","2515","374144","7360","73094","3491","69854","3629","3240","1265","1053","754","2187","1102","301050","6236","258926","5662","42124","3421","24099","2749","18025","2646"
"5001400US1709","Congressional District 9 (114th Congress), Illinois","710295","12046","345265","7986","76125","3776","70734","3632","5391","1365","2185","683","3206","1081","269140","6717","187241","5474","81899","5352","49731","3137","32168","4068","365030","7720","71477","3856","66088","3775","5389","1419","2348","858","3041","1075","293553","6500","202310","6599","91243","4931","61996","3877","29247","3438"
"5001400US2105","Congressional District 5 (114th Congress), Kentucky","712274","3881","356090","2826","81567","1965","81436","1960","131","119","131","119","0","185","274523","2846","272071","2861","2452","891","946","430","1506","737","356184","3456","72718","1870","72538","1871","180","125","82","62","98","107","283466","2580","280673","2676","2793","929","1296","666","1497","582"
"5001400US2607","Congressional District 7 (114th Congress), Michigan","702894","2959","352633","2472","79977","1609","79190","1617","787","514","504","366","283","241","272656","2150","265867","2508","6789","1222","3227","890","3562","809","350261","2174","76468","1756","74926","1848","1542","498","793","395","749","359","273793","1450","265181","1874","8612","1241","4246","881","4366","1053"
"5001400US1211","Congressional District 11 (114th Congress), Florida","728133","8003","352597","4903","61304","3114","59763","3314","1541","1131","542","501","999","982","291293","3293","269133","4051","22160","2757","13398","2277","8762","1950","375536","4581","59655","2155","58788","2199","867","668","506","512","361","444","315881","3671","288884","4428","26997","3351","19882","2600","7115","1744"
"5001400US3302","Congressional District 2 (114th Congress), New Hampshire","661201","4793","327723","3489","67678","2018","66476","1977","1202","520","193","265","1009","477","260045","2990","241946","2915","18099","1807","9824","1428","8275","1092","333478","3858","64592","2464","63122","2548","1470","744","662","363","808","677","268886","2815","248811","3428","20075","2079","10707","1453","9368","1453"
"5001400US4208","Congressional District 8 (114th Congress), Pennsylvania","713387","4841","350285","2781","78593","1797","77514","1820","1079","479","357","255","722","375","271692","1989","244597","3830","27095","3483","16480","1954","10615","2822","363102","2742","74164","1411","71955","1401","2209","755","950","477","1259","595","288938","2173","260890","3092","28048","2264","18316","1732","9732","1633"
"5001400US2704","Congressional District 4 (114th Congress), Minnesota","695920","3331","339146","2364","83684","1656","78594","2214","5090","1506","1522","651","3568","1354","255462","1602","217180","2881","38282","2389","20400","2075","17882","1838","356774","2402","81457","1518","76603","1991","4854","1494","2417","1261","2437","873","275317","1952","233986","3062","41331","2327","24225","2161","17106","2016"
"5001400US4709","Congressional District 9 (114th Congress), Tennessee","707388","6187","335247","4079","89811","2284","87970","2216","1841","783","393","374","1448","625","245436","2894","222555","2598","22881","2187","5990","1328","16891","1882","372141","3473","87685","2199","86558","2096","1127","688","454","537","673","511","284456","2712","266058","2534","18398","1808","4683","1052","13715","1776"
"5001400US0405","Congressional District 5 (114th Congress), Arizona","781441","11613","382934","7688","113126","5358","111274","5132","1852","929","325","219","1527","920","269808","5828","237207","5654","32601","2707","15771","1930","16830","2289","398507","7508","104889","4739","103277","4734","1612","544","522","359","1090","444","293618","6123","253638","5533","39980","3061","20733","2484","19247","2202"
"5001400US1807","Congressional District 7 (114th Congress), Indiana","756223","6572","366296","3625","99476","2753","95885","3173","3591","1519","280","254","3311","1527","266820","3257","233435","3687","33385","2384","9077","2057","24308","2374","389927","4938","94515","2956","91382","3004","3133","1028","459","345","2674","976","295412","2976","265866","3984","29546","2792","8818","1593","20728","2555"
"5001400US4833","Congressional District 33 (114th Congress), Texas","742701","19879","374416","10690","115733","6102","107223","5347","8510","2159","390","253","8120","2148","258683","8352","138021","6435","120662","7219","24887","2421","95775","6805","368285","12147","117274","7363","108805","6907","8469","1777","818","475","7651","1714","251011","6835","151954","6442","99057","5410","19758","1956","79299","5085"
"5001400US0406","Congressional District 6 (114th Congress), Arizona","737185","13927","357225","9147","76405","5441","72297","5465","4108","1668","844","583","3264","1609","280820","7130","237488","7121","43332","3918","15700","2084","27632","3271","379960","8994","75836","5085","71837","4871","3999","1185","911","437","3088","1088","304124","7328","254620","7017","49504","4133","22303","2835","27201","3479"
"5001400US5501","Congressional District 1 (114th Congress), Wisconsin","712072","4836","348960","4086","81426","2229","80137","2300","1289","629","428","336","861","603","267534","3530","249870","4094","17664","1721","9011","1350","8653","1249","363112","3564","83081","2384","81785","2540","1296","534","505","323","791","443","280031","3203","262647","3569","17384","1976","8832","1407","8552","1354"
"5001400US2705","Congressional District 5 (114th Congress), Minnesota","706584","6630","352175","5038","76532","3255","72201","3480","4331","1367","1414","780","2917","1292","275643","4257","227211","4713","48432","3523","20601","2164","27831","2924","354409","4087","72347","2711","66422","3236","5925","1669","1767","634","4158","1588","282062","3525","235972","4935","46090","3241","22470","2429","23620","2333"
"5001400US4832","Congressional District 32 (114th Congress), Texas","747437","14250","368978","7835","87290","4398","82885","4176","4405","1184","968","571","3437","1027","281688","5947","204677","5834","77011","4964","29686","3106","47325","4104","378459","9611","88515","4724","83039","4742","5476","1410","1221","481","4255","1364","289944","7331","218360","6888","71584","4466","30271","2640","41313","3946"
"5001400US0644","Congressional District 44 (114th Congress), California","726147","15522","359918","9699","106673","5666","101522","5567","5151","1288","875","386","4276","1202","253245","7807","132925","5220","120320","5494","45421","3289","74899","5220","366229","8036","97888","4806","92041","4657","5847","1191","1184","568","4663","1029","268341","6347","141586","4665","126755","5732","50913","3640","75842","4790"
"5001400US3912","Congressional District 12 (114th Congress), Ohio","755978","10673","376805","7203","95955","3534","94582","3686","1373","613","528","289","845","547","280850","4923","264329","4640","16521","1934","9407","1622","7114","1398","379173","6108","89767","2944","88388","3121","1379","678","622","420","757","540","289406","4752","273578","4846","15828","1686","8379","1222","7449","1181"
"5001400US4002","Congressional District 2 (114th Congress), Oklahoma","749768","2318","372632","1622","91543","1071","91115","1077","428","214","164","156","264","158","281089","1366","273087","1431","8002","875","2942","605","5060","806","377136","1925","85938","1344","85542","1365","396","207","91","78","305","202","291198","1233","284491","1403","6707","798","2236","501","4471","601"
"5001400US2614","Congressional District 14 (114th Congress), Michigan","687921","11492","323123","7053","80300","4721","77122","4509","3178","985","809","500","2369","924","242823","5201","208014","5343","34809","2977","19775","2112","15034","2026","364798","7139","74307","3944","71664","3789","2643","785","465","282","2178","724","290491","5165","255040","5313","35451","2746","20097","2095","15354","1678"
"5001400US2204","Congressional District 4 (114th Congress), Louisiana","756663","3312","373774","2807","97633","2245","97079","2226","554","313","347","249","207","195","276141","1674","267439","2088","8702","1704","3282","771","5420","1562","382889","3115","89737","2282","88774","2309","963","359","341","223","622","268","293152","1852","285233","1984","7919","1030","3413","689","4506","986"
"5001400US4501","Congressional District 1 (114th Congress), South Carolina","728626","9549","354215","5414","81398","2569","80138","2671","1260","518","170","169","1090","501","272817","4178","253397","4417","19420","2205","7833","1702","11587","1737","374411","5841","78247","2650","76398","2561","1849","827","880","510","969","561","296164","4250","276398","4602","19766","2212","9255","1443","10511","1747"
"5001400US5401","Congressional District 1 (114th Congress), West Virginia","616232","3299","306394","2419","62802","1593","62238","1617","564","592","82","107","482","600","243592","2109","238726","2214","4866","1381","1463","514","3403","1202","309838","2249","57395","1530","57009","1543","386","293","242","272","144","118","252443","1882","248096","1932","4347","822","2187","634","2160","600"
"5001400US1205","Congressional District 5 (114th Congress), Florida","742217","18304","351598","12452","91970","5985","89103","5977","2867","887","796","530","2071","861","259628","9750","217266","9201","42362","5660","19578","2690","22784","5223","390619","10805","89023","5012","86817","5097","2206","785","486","350","1720","682","301596","8537","254362","8482","47234","4516","24385","2838","22849","3204"
"5001400US3405","Congressional District 5 (114th Congress), New Jersey","745147","10160","365777","5715","84747","2843","79770","2824","4977","1192","1603","615","3374","1098","281030","4315","212114","4754","68916","3553","45959","2957","22957","2663","379370","6443","80710","3308","76450","3192","4260","1136","1968","858","2292","839","298660","5004","219798","5419","78862","4101","53895","3628","24967","2824"
"5001400US5508","Congressional District 8 (114th Congress), Wisconsin","722755","1071","360032","1335","85096","1025","83919","1110","1177","513","405","250","772","459","274936","956","261809","1468","13127","1216","4413","780","8714","1280","362723","1191","82475","1069","80300","1306","2175","788","704","404","1471","687","280248","888","267364","1518","12884","1255","4925","1079","7959","1473"
"5001400US5108","Congressional District 8 (114th Congress), Virginia","774065","11099","380478","6313","81022","3081","72191","3122","8831","1822","1985","871","6846","1867","299456","5153","200536","5111","98920","5506","42391","3598","56529","4723","393587","6520","80240","3133","72803","3368","7437","1391","1826","687","5611","1314","313347","4927","205921","4552","107426","5165","49144","3328","58282","4443"
"5001400US2001","Congressional District 1 (114th Congress), Kansas","718346","2092","363927","2414","88874","1634","87035","1756","1839","680","343","297","1496","648","275053","1920","248129","2400","26924","2368","9316","1630","17608","2149","354419","2271","85268","1961","82681","2079","2587","881","492","376","2095","742","269151","1684","243934","2302","25217","2040","8908","1592","16309","1926"
"5001400US3902","Congressional District 2 (114th Congress), Ohio","724587","8177","353163","5105","83933","3036","82535","3122","1398","553","292","185","1106","516","269230","4019","260051","4213","9179","1531","3950","888","5229","1479","371424","5428","81856","3276","80205","3239","1651","1175","629","405","1022","1132","289568","3719","280598","3755","8970","1347","4392","949","4578","906"
"5001400US4706","Congressional District 6 (114th Congress), Tennessee","733467","3522","361177","2914","85999","1547","85576","1545","423","357","0","198","423","357","275178","2189","262315","2996","12863","1833","4883","1181","7980","1346","372290","2408","80331","1300","79763","1259","568","325","208","249","360","263","291959","2020","281684","2147","10275","1638","4385","782","5890","1342"
"5001400US4102","Congressional District 2 (114th Congress), Oregon","784114","2583","389288","2517","88690","2307","86234","2454","2456","926","453","326","2003","811","300598","2382","276039","3090","24559","1983","6362","1287","18197","1823","394826","3184","84381","2169","82300","2161","2081","828","503","362","1578","772","310445","2578","287784","3506","22661","2639","8987","1701","13674","1984"
"5001400US5107","Congressional District 7 (114th Congress), Virginia","769995","10321","370764","6001","89549","3696","86508","3762","3041","880","943","466","2098","778","281215","3867","249656","4232","31559","2147","15933","1983","15626","1760","399231","6755","89923","3615","86617","3836","3306","913","1834","778","1472","595","309308","4759","274317","5189","34991","2989","19151","2403","15840","1942"
"5001400US1601","Congressional District 1 (114th Congress), Idaho","834295","7192","413711","4508","106943","2946","105516","2844","1427","765","53","78","1374","756","306768","3973","289992","3981","16776","2091","6847","1904","9929","1937","420584","5134","104894","2836","103745","2783","1149","728","371","273","778","702","315690","3841","297216","4565","18474","2600","7280","1848","11194","1992"
"5001400US3620","Congressional District 20 (114th Congress), New York","727913","6459","353534","4154","75829","2093","73828","2179","2001","607","581","364","1420","561","277705","2865","252455","3173","25250","2350","15171","2241","10079","1442","374379","4012","72278","2604","69266","2559","3012","1125","1467","797","1545","773","302101","2751","275054","3542","27047","2540","17252","2268","9795","1604"
"5001400US1311","Congressional District 11 (114th Congress), Georgia","725169","11443","354608","7017","87143","3447","84466","3439","2677","1056","419","305","2258","1024","267465","5663","224103","5877","43362","4600","15427","2186","27935","4129","370561","7180","87676","4289","84991","4478","2685","1046","416","351","2269","954","282885","4559","242311","5362","40574","3719","17507","2328","23067","2709"
"5001400US1713","Congressional District 13 (114th Congress), Illinois","715374","9154","348182","5519","73879","2810","72751","2949","1128","647","69","83","1059","661","274303","4329","258960","4499","15343","2008","4942","1081","10401","1701","367192","5479","73317","3192","72277","3188","1040","515","380","321","660","409","293875","3979","277997","4330","15878","1642","5982","1146","9896","1304"
"5001400US2301","Congressional District 1 (114th Congress), Maine","673835","3010","326947","2224","67143","1278","65711","1339","1432","605","425","257","1007","564","259804","1751","246518","2372","13286","1881","7682","1396","5604","1405","346888","2330","64150","1433","62527","1501","1623","865","271","227","1352","819","282738","1639","266249","2018","16489","1563","9221","1240","7268","1195"
"5001400US4827","Congressional District 27 (114th Congress), Texas","726394","6528","359636","4690","92092","2700","91047","2666","1045","425","181","155","864","443","267544","3153","238811","3873","28733","2906","8398","1417","20335","2372","366758","3466","90304","2386","88360","2480","1944","751","718","582","1226","674","276454","2404","250356","3182","26098","2359","11206","1530","14892","2322"
"5001400US1808","Congressional District 8 (114th Congress), Indiana","723064","2146","360110","2022","85347","1573","84735","1591","612","343","129","127","483","299","274763","1487","268746","1693","6017","1191","3491","1186","2526","740","362954","2146","78814","1465","77660","1426","1154","591","437","376","717","438","284140","1494","278052","1645","6088","1121","2946","870","3142","943"
"5001400US4701","Congressional District 1 (114th Congress), Tennessee","713317","2321","348784","2058","74431","1614","73955","1615","476","386","33","55","443","380","274353","1614","266402","1714","7951","1191","2376","583","5575","1172","364533","2086","69758","1511","69524","1509","234","280","0","198","234","280","294775","1576","284750","1887","10025","1337","4488","998","5537","1163"
"5001400US1805","Congressional District 5 (114th Congress), Indiana","743454","6723","360222","4131","93542","2971","91269","3192","2273","1449","507","316","1766","1347","266680","3612","249799","4226","16881","1627","8205","1254","8676","1368","383232","4968","91687","3096","88951","3101","2736","1063","1097","515","1639","936","291545","3407","272987","3826","18558","2012","8767","1550","9791","1684"
"5001400US4820","Congressional District 20 (114th Congress), Texas","762801","19033","374871","9964","100543","5381","98374","5403","2169","893","301","319","1868","819","274328","7730","221859","7522","52469","5340","17390","2211","35079","4775","387930","11966","101048","5715","98838","5651","2210","740","139","132","2071","737","286882","7941","232962","7605","53920","4961","21333","2653","32587","3505"
"5001400US4707","Congressional District 7 (114th Congress), Tennessee","743173","3311","369689","2660","95960","2064","93182","2400","2778","995","815","582","1963","867","273729","1619","261888","1980","11841","1356","5186","1264","6655","1248","373484","2439","90394","1763","87939","1914","2455","708","919","456","1536","569","283090","1704","269005","2391","14085","1877","7646","1578","6439","1543"
"5001400US0404","Congressional District 4 (114th Congress), Arizona","734258","11764","371192","7799","75537","4771","74755","4842","782","425","281","397","501","338","295655","5630","265264","5532","30391","3667","10939","2168","19452","2666","363066","6405","71346","3323","70001","3424","1345","786","529","473","816","530","291720","4572","257647","4794","34073","3188","14799","2209","19274","2241"
"5001400US1904","Congressional District 4 (114th Congress), Iowa","758690","1856","380595","2087","88886","1780","87866","1779","1020","541","237","171","783","533","291709","1791","273355","1840","18354","1546","3877","783","14477","1416","378095","2305","82792","1638","81841","1642","951","500","387","293","564","410","295303","1491","280866","1941","14437","1267","4237","961","10200","1382"
"5001400US4205","Congressional District 5 (114th Congress), Pennsylvania","700531","3764","356413","2961","67352","1707","65863","1770","1489","974","243","194","1246","962","289061","2592","276870","3107","12191","2072","3632","934","8559","1656","344118","2860","64642","1768","63466","1821","1176","704","103","127","1073","694","279476","2170","268672","2581","10804","1367","3848","740","6956","1299"
"5001400US2906","Congressional District 6 (114th Congress), Missouri","760291","7811","378337","4537","92158","2672","90932","2718","1226","730","746","659","480","295","286179","3583","276365","3813","9814","1750","5698","1270","4116","1250","381954","4604","87447","2499","86151","2475","1296","503","775","430","521","329","294507","3681","285621","3782","8886","1726","4540","1028","4346","1222"
"5001400US1208","Congressional District 8 (114th Congress), Florida","715672","2757","348502","2208","67715","1291","66869","1318","846","563","90","108","756","548","280787","1677","251676","3552","29111","3276","15586","2297","13525","2195","367170","1799","64160","1040","62653","1144","1507","782","415","351","1092","649","303010","1480","270400","2832","32610","2406","20497","2107","12113","2321"
"5001400US4835","Congressional District 35 (114th Congress), Texas","767436","18830","382444","11282","102624","5591","97872","5750","4752","1335","384","361","4368","1303","279820","8763","216027","8079","63793","5903","14068","2026","49725","5417","384992","10634","99633","5525","95419","5433","4214","1312","143","169","4071","1306","285359","7583","227802","6509","57557","4988","15271","2132","42286","4433"
"5001400US3609","Congressional District 9 (114th Congress), New York","755073","16070","346318","8988","85052","4474","77808","4269","7244","1582","2512","916","4732","1332","261266","6490","141895","5539","119371","4884","73763","3572","45608","3948","408755","9180","87872","4461","78693","4216","9179","2039","1630","733","7549","1925","320883","6984","158865","6488","162018","5650","104448","4712","57570","3525"
"5001400US3907","Congressional District 7 (114th Congress), Ohio","725548","9451","356739","5483","85220","2783","84851","2742","369","312","186","186","183","248","271519","4090","264959","4081","6560","1312","2461","701","4099","1239","368809","5900","83146","2999","82536","2966","610","320","373","271","237","194","285663","4196","280078","4261","5585","987","3449","872","2136","627"
"5001400US4818","Congressional District 18 (114th Congress), Texas","750812","20315","377910","11587","107210","6564","102456","6679","4754","1357","544","401","4210","1330","270700","9627","187276","6898","83424","6127","23417","2880","60007","5334","372902","12788","97658","6967","94994","6844","2664","902","403","279","2261","873","275244","9073","207647","7949","67597","5688","21991","2889","45606","4473"
"5001400US0611","Congressional District 11 (114th Congress), California","739693","6855","359276","4796","81957","3283","76889","3064","5068","1191","1022","517","4046","1171","277319","4128","190335","4644","86984","4510","39762","2850","47222","3665","380417","4325","81844","2886","76247","2931","5597","1466","1511","704","4086","1186","298573","3262","206302","4222","92271","4325","49953","3175","42318","3217"
"5001400US0612","Congressional District 12 (114th Congress), California","736123","7835","376334","4283","47353","2138","43770","1976","3583","1194","1407","768","2176","854","328981","3429","213312","4713","115669","4292","68471","3915","47198","3935","359789","4863","47260","2084","44747","2078","2513","714","526","297","1987","677","312529","3680","189212","3921","123317","3947","82603","2864","40714","2796"
"5001400US1201","Congressional District 1 (114th Congress), Florida","743897","1343","376913","2094","82177","1936","81308","1872","869","545","94","176","775","516","294736","1885","276615","2741","18121","2405","8881","1607","9240","1893","366984","2045","77708","1606","77049","1685","659","531","402","456","257","323","289276","1259","267768","2449","21508","2327","13198","1877","8310","1756"
"5001400US4502","Congressional District 2 (114th Congress), South Carolina","686952","9622","334162","5302","82004","2642","81271","2620","733","398","159","164","574","352","252158","4286","235777","4327","16381","2032","5428","1233","10953","1777","352790","5706","77430","2938","76213","2860","1217","659","400","311","817","568","275360","4014","258460","4188","16900","1916","7963","1189","8937","1650"
"5001400US4215","Congressional District 15 (114th Congress), Pennsylvania","722560","7639","351271","4944","78529","2427","75967","2288","2562","1013","390","239","2172","1004","272742","4063","249666","4150","23076","2630","12924","1783","10152","1986","371289","4537","77942","2444","76057","2583","1885","756","685","412","1200","645","293347","3517","268874","4458","24473","2955","14071","2063","10402","1932"
"5001400US1227","Congressional District 27 (114th Congress), Florida","760443","18817","368808","11778","81201","5565","70413","5188","10788","1934","815","430","9973","1960","287607","9444","101246","5680","186361","7657","92514","4607","93847","5714","391635","9970","75252","4607","63211","4275","12041","2047","2026","744","10015","2166","316383","8029","104037","4651","212346","6286","122522","6077","89824","5440"
"5001400US2504","Congressional District 4 (114th Congress), Massachusetts","748190","7870","361345","4975","83589","3435","81063","3437","2526","846","1050","508","1476","654","277756","4628","234692","5532","43064","3174","26163","2431","16901","2329","386845","6201","84975","3425","81331","3401","3644","1091","1068","516","2576","954","301870","5095","256070","4865","45800","2953","29123","2790","16677","2264"
"5001400US0102","Congressional District 2 (114th Congress), Alabama","678622","7231","331056","4248","82159","2513","81367","2591","792","479","161","157","631","462","248897","3016","240563","3153","8334","2128","2135","619","6199","2009","347566","4791","74778","2782","74424","2809","354","233","149","150","205","159","272788","3283","264404","3704","8384","1466","3930","1098","4454","963"
"5001400US2804","Congressional District 4 (114th Congress), Mississippi","761734","548","375836","2869","96520","2444","96197","2380","323","349","46","75","277","341","279316","2012","271190","2377","8126","1607","3506","1076","4620","1164","385898","3053","89344","2397","88573","2403","771","449","0","206","771","449","296554","2002","284475","2240","12079","1391","5938","1060","6141","1513"
"5001400US5502","Congressional District 2 (114th Congress), Wisconsin","740988","1815","368227","1751","82428","1278","81254","1381","1174","520","374","313","800","453","285799","1449","261106","2245","24693","2196","8993","1318","15700","1911","372761","1830","78853","1396","76824","1605","2029","651","819","418","1210","571","293908","1334","272415","2037","21493","1684","9553","1378","11940","1660"
"5001400US0402","Congressional District 2 (114th Congress), Arizona","713036","10931","354312","7356","76253","3019","73028","3023","3225","967","502","395","2723","912","278059","6223","245709","5603","32350","2864","15713","1639","16637","2413","358724","5737","71531","2854","69640","2901","1891","694","688","489","1203","544","287193","4517","243569","4949","43624","2848","23487","2113","20137","2442"
"5001400US1305","Congressional District 5 (114th Congress), Georgia","738016","14681","354502","8294","77787","5907","75687","5817","2100","833","567","499","1533","676","276715","6914","245645","6685","31070","3070","12035","1602","19035","2646","383514","8734","76842","4715","74507","4509","2335","1111","491","436","1844","1131","306672","6969","278767","7308","27905","2663","11807","1719","16098","2181"
"5001400US2106","Congressional District 6 (114th Congress), Kentucky","749561","5314","368307","3594","86999","2234","85365","2340","1634","711","440","357","1194","644","281308","2543","261430","2726","19878","1618","5435","1017","14443","1494","381254","3879","80042","1833","78302","1840","1740","631","560","399","1180","495","301212","3222","286171","3332","15041","1296","5837","1084","9204","1031"
"5001400US4805","Congressional District 5 (114th Congress), Texas","734553","11152","372658","7408","101160","4699","96936","4679","4224","1243","530","309","3694","1196","271498","5113","221264","5309","50234","4221","13872","2364","36362","3741","361895","7755","93692","5155","89101","4922","4591","1208","663","363","3928","1132","268203","5490","223018","5685","45185","3520","12986","2151","32199","3414"
"5001400US0504","Congressional District 4 (114th Congress), Arkansas","718647","4997","354705","3522","87325","2535","86547","2508","778","431","287","232","491","379","267380","2325","257227","2259","10153","1125","2509","722","7644","1154","363942","3506","78781","2407","78086","2481","695","394","236","262","459","275","285161","2353","273388","2555","11773","1502","3838","856","7935","1432"
